Query	Ref	ANI	Bidirect_FragMap	Total_Query_Frags
TB3091	N1274	99.9146	1458	1469
TB3091	mada_103	99.9142	1455	1469
TB3091	TB3334	99.9138	1450	1469
TB3091	02_R1708	99.9137	1451	1469
TB3091	mada_2-31	99.9135	1458	1469
TB3091	01_R1430	99.9132	1454	1469
TB3091	mada_1-41	99.9132	1456	1469
TB3091	TB2968	99.9127	1451	1469
TB3091	mada_1-50	99.9124	1450	1469
TB3091	QC-5	99.9124	1457	1469
TB3091	mada_1-12	99.9124	1448	1469
TB3091	mada_2-53	99.9122	1451	1469
TB3091	M0017522_5	99.9118	1458	1469
TB3091	mada_2-25	99.9116	1455	1469
TB3091	mada_124	99.9116	1453	1469
TB3091	QC-8	99.9115	1447	1469
TB3091	02_R0894	99.9109	1448	1469
TB3091	mada_1-53	99.9101	1451	1469
TB3091	QC-10	99.91	1450	1469
TB3091	TB3169	99.9098	1444	1469
TB3091	R20896	99.9098	1452	1469
TB3091	QC-3	99.9097	1458	1469
TB3091	R21770	99.9097	1451	1469
TB3091	QC-9	99.9096	1457	1469
TB3091	R30396	99.9093	1452	1469
TB3091	S0123-01	99.9092	1449	1469
TB3091	S0262-02	99.9091	1449	1469
TB3091	M0011368_9	99.909	1456	1469
TB3091	mada_129	99.9085	1447	1469
TB3091	S0106-01	99.9082	1451	1469
TB3091	TB3237	99.9082	1457	1469
TB3091	QC-4	99.9081	1451	1469
TB3091	M0016737_0	99.9079	1455	1469
TB3091	N0054	99.9076	1458	1469
TB3091	TB3251	99.9072	1454	1469
TB3091	mada_1-30	99.9068	1451	1469
TB3091	N0004	99.9066	1458	1469
TB3091	R23571	99.9066	1453	1469
TB3091	R21839	99.9062	1454	1469
TB3091	mada_1-38	99.9059	1452	1469
TB3091	02_R1896	99.9053	1453	1469
TB3091	mada_128	99.9049	1450	1469
TB3091	QC-1	99.9026	1445	1469
TB3091	M0014888_3	99.9023	1448	1469
TB3091	TB3054	99.9021	1458	1469
TB3091	QC-7	99.9008	1452	1469
TB3091	M0010874_7	99.9003	1446	1469
TB3091	mada_102	99.9003	1452	1469
TB3091	M0016395_7	99.9002	1454	1469
TB3091	02_R1179	99.8988	1452	1469
TB3091	mada_151	99.8988	1449	1469
TB3091	QC-6	99.8964	1451	1469
TB3091	mada_123	99.8964	1453	1469
TB3091	01_R1134	99.8962	1457	1469
TB3091	mada_120	99.8962	1446	1469
TB3091	mada_126	99.8958	1446	1469
TB3091	TB3386	99.8878	1455	1469
TB3091	TB2661	99.887	1455	1469
TB3091	N0072	99.8782	1451	1469
TB3091	mada_1-1	99.8742	1455	1469
TB3091	R27252	99.872	1454	1469
TB3091	mada_1-44	99.8718	1452	1469
TB3091	N1272	99.8714	1450	1469
TB3091	N0153	99.8708	1444	1469
TB3091	mada_1-36	99.8684	1450	1469
TB3091	mada_1-51	99.868	1453	1469
TB3091	mada_122	99.8669	1452	1469
TB3091	mada_118	99.8662	1455	1469
TB3091	mada_2-46	99.8644	1448	1469
TB3091	N1177	99.8637	1444	1469
TB3091	mada_117	99.8629	1445	1469
TB3091	mada_1-39	99.8611	1453	1469
TB3091	N1176	99.8562	1456	1469
TB3091	mada_1-10	99.854	1454	1469
TB3091	mada_107	99.8526	1454	1469
TB3091	N1202	99.8512	1448	1469
TB3091	N0091	99.8509	1447	1469
TB3091	RW-TB008	99.8486	1441	1469
TB3091	R23887	99.8477	1452	1469
M0003941_3	M0003941_3	100.0	1473	1473
M0003941_3	mada_115	99.988	1469	1473
M0003941_3	mada_2-42	99.9876	1469	1473
M0003941_3	R37765	99.9854	1469	1473
M0003941_3	TB3368	99.9847	1467	1473
M0003941_3	R36431	99.9826	1470	1473
M0003941_3	TB2780	99.9825	1468	1473
M0003941_3	R30234	99.9824	1470	1473
M0003941_3	R31095	99.9822	1470	1473
M0003941_3	R24120	99.9821	1470	1473
M0003941_3	S0070-08	99.982	1469	1473
M0003941_3	R29816	99.9819	1470	1473
M0003941_3	N0155	99.9819	1470	1473
M0003941_3	R25048	99.9815	1465	1473
M0003941_3	TB2659	99.9805	1469	1473
M0003941_3	TB3091	99.9803	1469	1473
M0003941_3	R30078	99.9799	1470	1473
M0003941_3	R28012	99.9799	1470	1473
M0003941_3	R27657	99.9798	1470	1473
M0003941_3	TB1612	99.9795	1468	1473
M0003941_3	R30215	99.9794	1471	1473
M0003941_3	TB3396	99.9791	1469	1473
M0003941_3	TB1236	99.9788	1469	1473
M0003941_3	702-06	99.9787	1469	1473
M0003941_3	mada_1-11	99.9786	1469	1473
M0003941_3	TB2512	99.9783	1468	1473
M0003941_3	18_0621851	99.9782	1467	1473
M0003941_3	8129-04	99.978	1469	1473
M0003941_3	9050-05	99.9777	1469	1473
M0003941_3	3003-06	99.9775	1470	1473
M0003941_3	TB3113	99.9773	1469	1473
M0003941_3	TB2981	99.977	1469	1473
M0003941_3	TB2995	99.9768	1468	1473
M0003941_3	R28703	99.9766	1472	1473
M0003941_3	R28581	99.9761	1469	1473
M0003941_3	706-05	99.9755	1468	1473
M0003941_3	S0107-01	99.9754	1469	1473
M0003941_3	S0085-01	99.9753	1470	1473
M0003941_3	R29598	99.9752	1468	1473
M0003941_3	4549-04	99.9752	1467	1473
M0003941_3	S0089-01	99.9751	1469	1473
M0003941_3	S0256-08	99.9734	1469	1473
M0003941_3	696-05	99.9734	1469	1473
M0003941_3	N0145	99.973	1471	1473
M0003941_3	R24100	99.9725	1469	1473
M0003941_3	8651-04	99.9722	1469	1473
M0003941_3	R30420	99.9431	1466	1473
M0003941_3	R32929	99.943	1462	1473
M0003941_3	R18040	99.9411	1463	1473
M0003941_3	R18043	99.9411	1463	1473
M0003941_3	R21893	99.941	1461	1473
M0003941_3	R27937	99.941	1463	1473
M0003941_3	R22601	99.9407	1463	1473
M0003941_3	R26778	99.9377	1465	1473
M0003941_3	R27725	99.9371	1465	1473
M0003941_3	R20574	99.9371	1466	1473
M0003941_3	R20260	99.937	1466	1473
M0003941_3	R21408	99.9369	1466	1473
M0003941_3	R26791	99.9349	1466	1473
M0003941_3	R23146	99.9343	1465	1473
M0003941_3	R28980	99.9317	1465	1473
M0003941_3	QC-5	99.9198	1455	1473
M0003941_3	M0016737_0	99.9196	1449	1473
M0003941_3	mada_139	99.9175	1451	1473
M0003941_3	QC-3	99.9174	1455	1473
M0003941_3	QC-9	99.917	1453	1473
M0003941_3	mada_112	99.9163	1456	1473
M0003941_3	mada_124	99.9151	1453	1473
M0003941_3	N1274	99.9151	1460	1473
M0003941_3	mada_1-15	99.9149	1447	1473
M0003941_3	02_R1708	99.9148	1450	1473
M0003941_3	QC-8	99.9148	1450	1473
M0003941_3	01_R1430	99.9139	1457	1473
M0003941_3	TB3237	99.9139	1457	1473
M0003941_3	TB3169	99.9136	1445	1473
M0003941_3	mada_1-30	99.9134	1456	1473
M0003941_3	mada_2-31	99.9131	1458	1473
M0003941_3	M0017522_5	99.9131	1459	1473
M0003941_3	QC-10	99.9123	1451	1473
M0003941_3	MT_0080	99.9121	1454	1473
M0003941_3	QC-4	99.912	1448	1473
M0003941_3	N0054	99.9116	1462	1473
M0003941_3	mada_1-41	99.9116	1460	1473
M0003941_3	S0106-01	99.9115	1454	1473
M0003941_3	mada_2-25	99.9107	1454	1473
M0003941_3	M0011368_9	99.9107	1457	1473
M0003941_3	mada_129	99.9106	1446	1473
M0003941_3	mada_1-38	99.9103	1453	1473
M0003941_3	01_R1134	99.9102	1453	1473
M0003941_3	R21363	99.91	1454	1473
M0003941_3	TB4620	99.9091	1456	1473
M0003941_3	QC-7	99.9087	1451	1473
M0003941_3	R20896	99.9087	1451	1473
M0003941_3	R21839	99.9086	1452	1473
M0003941_3	R30396	99.9083	1450	1473
M0003941_3	mada_1-12	99.9082	1447	1473
M0003941_3	02_R1896	99.9082	1451	1473
M0003941_3	mada_1-50	99.9081	1452	1473
M0003941_3	mada_2-53	99.9078	1453	1473
M0003941_3	mada_103	99.9077	1457	1473
M0003941_3	N0004	99.9076	1458	1473
M0003941_3	mada_2-1	99.9064	1452	1473
M0003941_3	TB3251	99.9063	1454	1473
M0003941_3	R21770	99.9061	1453	1473
M0003941_3	mada_1-53	99.906	1453	1473
M0003941_3	mada_128	99.906	1445	1473
M0003941_3	mada_1-32	99.9053	1455	1473
M0003941_3	mada_105	99.9047	1452	1473
M0003941_3	R23571	99.9046	1455	1473
M0003941_3	mada_123	99.9037	1454	1473
M0003941_3	M0014888_3	99.9035	1449	1473
M0003941_3	TB3386	99.9033	1455	1473
M0003941_3	R15311	99.9029	1455	1473
M0003941_3	S0123-01	99.9028	1454	1473
M0003941_3	S0262-02	99.9027	1454	1473
M0003941_3	02_R0894	99.9019	1452	1473
M0003941_3	mada_120	99.9011	1445	1473
M0003941_3	TB3334	99.9007	1455	1473
M0003941_3	QC-1	99.9002	1449	1473
M0003941_3	QC-6	99.8977	1450	1473
M0003941_3	02_R1179	99.8976	1455	1473
M0003941_3	TB3162	99.8975	1454	1473
M0003941_3	TB2968	99.8974	1454	1473
M0003941_3	TB3054	99.8961	1459	1473
M0003941_3	TB2661	99.8953	1458	1473
M0003941_3	mada_126	99.8937	1449	1473
M0003941_3	M0010874_7	99.8931	1448	1473
M0003941_3	M0016395_7	99.891	1461	1473
M0003941_3	mada_102	99.8907	1456	1473
M0003941_3	mada_151	99.8894	1453	1473
M0003941_3	mada_1-1	99.8768	1454	1473
M0003941_3	N1272	99.8741	1450	1473
M0003941_3	N0072	99.8734	1454	1473
M0003941_3	mada_118	99.8724	1454	1473
M0003941_3	R27252	99.8717	1458	1473
M0003941_3	N0153	99.8704	1446	1473
M0003941_3	mada_1-44	99.8689	1456	1473
M0003941_3	mada_107	99.8686	1453	1473
M0003941_3	mada_122	99.8671	1457	1473
M0003941_3	mada_1-51	99.8669	1456	1473
M0003941_3	N1176	99.8663	1452	1473
M0003941_3	N1177	99.8661	1440	1473
M0003941_3	mada_1-36	99.8635	1457	1473
M0003941_3	mada_2-46	99.8629	1453	1473
M0003941_3	mada_1-10	99.8629	1454	1473
M0003941_3	mada_1-39	99.8604	1455	1473
M0003941_3	RW-TB008	99.8602	1446	1473
M0003941_3	N1202	99.8599	1447	1473
M0003941_3	N0091	99.8552	1443	1473
M0003941_3	R23887	99.8548	1450	1473
M0003941_3	mada_117	99.8489	1450	1473
TB3368	TB3368	100.0	1470	1470
TB3368	TB2780	99.9888	1466	1470
TB3368	TB2659	99.9887	1468	1470
TB3368	R25048	99.9878	1466	1470
TB3368	TB1236	99.9874	1468	1470
TB3368	R30234	99.9874	1467	1470
TB3368	S0070-08	99.9874	1468	1470
TB3368	R31095	99.9874	1467	1470
TB3368	R36431	99.9874	1468	1470
TB3368	R30215	99.9873	1469	1470
TB3368	R28012	99.9871	1467	1470
TB3368	R30078	99.9871	1467	1470
TB3368	TB3091	99.9871	1466	1470
TB3368	R27657	99.987	1467	1470
TB3368	R29816	99.9866	1468	1470
TB3368	R24120	99.9866	1468	1470
TB3368	R28703	99.9866	1467	1470
TB3368	8129-04	99.9864	1467	1470
TB3368	TB3396	99.9858	1466	1470
TB3368	3003-06	99.9853	1466	1470
TB3368	TB3113	99.9848	1466	1470
TB3368	702-06	99.9847	1466	1470
TB3368	9050-05	99.9842	1466	1470
TB3368	TB2512	99.984	1466	1470
TB3368	mada_1-11	99.9839	1467	1470
TB3368	TB1612	99.9837	1467	1470
TB3368	N0155	99.9835	1469	1470
TB3368	18_0621851	99.983	1464	1470
TB3368	TB2995	99.9825	1467	1470
TB3368	696-05	99.9821	1467	1470
TB3368	S0085-01	99.982	1466	1470
TB3368	TB2981	99.9816	1468	1470
TB3368	R29598	99.9814	1465	1470
TB3368	8651-04	99.9808	1467	1470
TB3368	N0145	99.9806	1468	1470
TB3368	mada_115	99.9805	1467	1470
TB3368	R37765	99.9805	1468	1470
TB3368	4549-04	99.9804	1466	1470
TB3368	mada_2-42	99.9804	1468	1470
TB3368	S0089-01	99.9794	1468	1470
TB3368	S0107-01	99.9789	1468	1470
TB3368	M0003941_3	99.9785	1470	1470
TB3368	R24100	99.9783	1468	1470
TB3368	706-05	99.9783	1467	1470
TB3368	R28581	99.978	1467	1470
TB3368	S0256-08	99.9768	1465	1470
TB3368	R28980	99.957	1457	1470
TB3368	R18040	99.9547	1456	1470
TB3368	R27937	99.9546	1456	1470
TB3368	R26778	99.9538	1458	1470
TB3368	R23146	99.9534	1457	1470
TB3368	R18043	99.9522	1457	1470
TB3368	R22601	99.952	1457	1470
TB3368	R26791	99.9515	1458	1470
TB3368	R20260	99.9497	1459	1470
TB3368	R20574	99.9497	1460	1470
TB3368	R32929	99.9494	1459	1470
TB3368	R21408	99.9493	1459	1470
TB3368	R27725	99.9492	1459	1470
TB3368	R30420	99.9487	1461	1470
TB3368	R21893	99.9453	1460	1470
TB3368	QC-5	99.9281	1451	1470
TB3368	N1274	99.927	1459	1470
TB3368	M0017522_5	99.926	1451	1470
TB3368	QC-3	99.9258	1453	1470
TB3368	mada_139	99.9247	1449	1470
TB3368	QC-9	99.9231	1454	1470
TB3368	mada_2-25	99.9224	1449	1470
TB3368	N0004	99.9204	1456	1470
TB3368	TB4620	99.9188	1447	1470
TB3368	02_R1708	99.9187	1451	1470
TB3368	mada_112	99.9183	1452	1470
TB3368	mada_1-32	99.9179	1452	1470
TB3368	mada_2-1	99.9175	1454	1470
TB3368	R21839	99.9171	1449	1470
TB3368	R23571	99.9168	1449	1470
TB3368	N0054	99.916	1458	1470
TB3368	R21363	99.9156	1453	1470
TB3368	R20896	99.9155	1449	1470
TB3368	S0106-01	99.9153	1449	1470
TB3368	R30396	99.9148	1449	1470
TB3368	S0123-01	99.9146	1449	1470
TB3368	TB2968	99.9146	1450	1470
TB3368	S0262-02	99.9145	1449	1470
TB3368	mada_1-15	99.9145	1455	1470
TB3368	mada_124	99.9144	1453	1470
TB3368	mada_1-12	99.9141	1451	1470
TB3368	TB3251	99.9135	1453	1470
TB3368	mada_102	99.9133	1452	1470
TB3368	M0016395_7	99.9133	1456	1470
TB3368	M0016737_0	99.9131	1453	1470
TB3368	mada_105	99.913	1447	1470
TB3368	mada_2-31	99.9123	1459	1470
TB3368	M0011368_9	99.9122	1454	1470
TB3368	M0014888_3	99.9121	1445	1470
TB3368	TB3237	99.9113	1457	1470
TB3368	MT_0080	99.9112	1455	1470
TB3368	QC-4	99.911	1447	1470
TB3368	mada_1-41	99.911	1460	1470
TB3368	02_R0894	99.9109	1452	1470
TB3368	mada_1-53	99.9107	1453	1470
TB3368	mada_1-30	99.9106	1460	1470
TB3368	02_R1179	99.9103	1447	1470
TB3368	mada_2-53	99.9102	1451	1470
TB3368	mada_1-50	99.9102	1452	1470
TB3368	QC-8	99.91	1449	1470
TB3368	01_R1430	99.9096	1455	1470
TB3368	R21770	99.9093	1449	1470
TB3368	QC-10	99.9092	1449	1470
TB3368	02_R1896	99.9092	1449	1470
TB3368	QC-1	99.9088	1442	1470
TB3368	01_R1134	99.9081	1455	1470
TB3368	mada_103	99.9081	1455	1470
TB3368	mada_1-38	99.908	1452	1470
TB3368	mada_129	99.9077	1450	1470
TB3368	TB3169	99.9072	1445	1470
TB3368	QC-7	99.9069	1450	1470
TB3368	M0010874_7	99.9059	1446	1470
TB3368	mada_123	99.9057	1451	1470
TB3368	R15311	99.9047	1457	1470
TB3368	QC-6	99.9047	1448	1470
TB3368	TB2661	99.9042	1452	1470
TB3368	TB3162	99.9035	1449	1470
TB3368	mada_128	99.9018	1451	1470
TB3368	TB3334	99.9016	1457	1470
TB3368	TB3054	99.9002	1455	1470
TB3368	TB3386	99.9001	1452	1470
TB3368	mada_120	99.8947	1447	1470
TB3368	mada_151	99.8923	1452	1470
TB3368	N0072	99.8912	1447	1470
TB3368	mada_126	99.8886	1447	1470
TB3368	mada_118	99.8798	1447	1470
TB3368	mada_1-44	99.8789	1447	1470
TB3368	N0153	99.8786	1443	1470
TB3368	mada_122	99.8782	1450	1470
TB3368	mada_1-1	99.8768	1452	1470
TB3368	mada_1-36	99.876	1449	1470
TB3368	R27252	99.8754	1455	1470
TB3368	N1202	99.8732	1442	1470
TB3368	mada_107	99.8701	1451	1470
TB3368	N1176	99.8698	1448	1470
TB3368	N1272	99.8694	1454	1470
TB3368	mada_1-51	99.8676	1452	1470
TB3368	N1177	99.8676	1440	1470
TB3368	N0091	99.8654	1442	1470
TB3368	mada_2-46	99.8639	1449	1470
TB3368	mada_1-10	99.8632	1453	1470
TB3368	RW-TB008	99.8621	1443	1470
TB3368	mada_1-39	99.8593	1453	1470
TB3368	R23887	99.8566	1448	1470
TB3368	mada_117	99.8551	1449	1470
N0145	N0145	100.0	1472	1472
N0145	S0107-01	99.9939	1471	1472
N0145	S0089-01	99.9939	1470	1472
N0145	R24100	99.9929	1470	1472
N0145	mada_1-11	99.9929	1467	1472
N0145	S0085-01	99.9927	1471	1472
N0145	R29598	99.9918	1469	1472
N0145	R28581	99.9895	1470	1472
N0145	S0256-08	99.9874	1470	1472
N0145	TB2981	99.982	1466	1472
N0145	R37765	99.9818	1466	1472
N0145	R28703	99.9797	1468	1472
N0145	M0003941_3	99.9793	1469	1472
N0145	N0155	99.9793	1469	1472
N0145	R30215	99.9792	1470	1472
N0145	TB3091	99.9775	1468	1472
N0145	R36431	99.9773	1470	1472
N0145	mada_115	99.9773	1467	1472
N0145	TB3113	99.9773	1468	1472
N0145	18_0621851	99.9772	1466	1472
N0145	696-05	99.9772	1466	1472
N0145	TB3368	99.9772	1466	1472
N0145	R30234	99.9769	1470	1472
N0145	R31095	99.9768	1470	1472
N0145	TB3396	99.9767	1468	1472
N0145	TB2512	99.9767	1469	1472
N0145	3003-06	99.9767	1467	1472
N0145	R29816	99.9766	1470	1472
N0145	R24120	99.9766	1470	1472
N0145	R30078	99.9766	1470	1472
N0145	R28012	99.9766	1470	1472
N0145	R27657	99.9765	1470	1472
N0145	R25048	99.9764	1469	1472
N0145	8651-04	99.9761	1466	1472
N0145	8129-04	99.9759	1467	1472
N0145	702-06	99.9758	1467	1472
N0145	S0070-08	99.9755	1470	1472
N0145	TB1612	99.9753	1467	1472
N0145	4549-04	99.9753	1464	1472
N0145	TB2995	99.9752	1469	1472
N0145	TB2780	99.9749	1469	1472
N0145	mada_2-42	99.9743	1470	1472
N0145	TB1236	99.9742	1467	1472
N0145	TB2659	99.9741	1468	1472
N0145	706-05	99.9726	1466	1472
N0145	9050-05	99.9721	1469	1472
N0145	R28980	99.9486	1457	1472
N0145	R30420	99.9484	1459	1472
N0145	R18040	99.947	1458	1472
N0145	R20574	99.9454	1459	1472
N0145	R21408	99.9453	1459	1472
N0145	R18043	99.9439	1459	1472
N0145	R27937	99.9439	1459	1472
N0145	R26791	99.9436	1461	1472
N0145	R26778	99.9435	1460	1472
N0145	R20260	99.9419	1460	1472
N0145	R22601	99.9415	1460	1472
N0145	R27725	99.9414	1461	1472
N0145	R21893	99.9384	1461	1472
N0145	R23146	99.9367	1462	1472
N0145	R32929	99.93	1466	1472
N0145	mada_112	99.92	1449	1472
N0145	mada_124	99.9164	1448	1472
N0145	02_R1896	99.9152	1452	1472
N0145	QC-5	99.9144	1456	1472
N0145	QC-3	99.9141	1456	1472
N0145	02_R1708	99.9137	1447	1472
N0145	S0106-01	99.913	1451	1472
N0145	mada_1-32	99.913	1450	1472
N0145	mada_1-30	99.9129	1452	1472
N0145	R21363	99.9121	1451	1472
N0145	mada_139	99.912	1452	1472
N0145	N1274	99.9116	1461	1472
N0145	R21839	99.9114	1451	1472
N0145	QC-9	99.9113	1456	1472
N0145	QC-4	99.9107	1448	1472
N0145	M0016737_0	99.9099	1455	1472
N0145	S0123-01	99.9096	1445	1472
N0145	S0262-02	99.9096	1445	1472
N0145	N0054	99.909	1458	1472
N0145	MT_0080	99.9088	1453	1472
N0145	M0017522_5	99.9087	1455	1472
N0145	TB3334	99.908	1454	1472
N0145	01_R1134	99.9071	1455	1472
N0145	QC-7	99.9071	1446	1472
N0145	TB3162	99.9063	1448	1472
N0145	mada_2-1	99.9059	1453	1472
N0145	TB3251	99.9058	1455	1472
N0145	01_R1430	99.9057	1458	1472
N0145	TB3054	99.9056	1456	1472
N0145	R20896	99.9053	1452	1472
N0145	mada_1-38	99.9052	1454	1472
N0145	R30396	99.9047	1452	1472
N0145	mada_2-31	99.9045	1457	1472
N0145	TB3237	99.9045	1456	1472
N0145	02_R0894	99.9043	1450	1472
N0145	mada_129	99.9034	1449	1472
N0145	M0016395_7	99.9034	1455	1472
N0145	mada_105	99.9027	1450	1472
N0145	TB3169	99.9027	1444	1472
N0145	M0011368_9	99.9026	1457	1472
N0145	QC-10	99.9026	1450	1472
N0145	mada_103	99.9024	1456	1472
N0145	mada_128	99.9023	1447	1472
N0145	mada_2-25	99.9023	1449	1472
N0145	mada_123	99.9023	1451	1472
N0145	QC-8	99.9022	1452	1472
N0145	mada_1-41	99.9014	1459	1472
N0145	R15311	99.901	1454	1472
N0145	mada_1-15	99.9009	1452	1472
N0145	R21770	99.9004	1451	1472
N0145	R23571	99.9001	1451	1472
N0145	TB3386	99.8986	1449	1472
N0145	M0010874_7	99.8976	1448	1472
N0145	N0004	99.8969	1463	1472
N0145	02_R1179	99.8969	1453	1472
N0145	QC-1	99.8967	1446	1472
N0145	M0014888_3	99.8956	1447	1472
N0145	TB4620	99.8954	1455	1472
N0145	mada_2-53	99.8946	1453	1472
N0145	mada_1-53	99.8943	1454	1472
N0145	mada_1-50	99.8941	1455	1472
N0145	TB2968	99.8939	1457	1472
N0145	mada_1-12	99.8928	1452	1472
N0145	TB2661	99.8927	1451	1472
N0145	mada_120	99.8915	1451	1472
N0145	QC-6	99.8885	1451	1472
N0145	mada_151	99.887	1450	1472
N0145	mada_102	99.8821	1455	1472
N0145	mada_126	99.8812	1455	1472
N0145	N0153	99.8801	1442	1472
N0145	mada_118	99.8751	1451	1472
N0145	R27252	99.8714	1453	1472
N0145	N0072	99.8675	1453	1472
N0145	N1202	99.8666	1443	1472
N0145	mada_1-39	99.8658	1452	1472
N0145	N1176	99.8647	1447	1472
N0145	mada_1-1	99.8646	1456	1472
N0145	mada_1-44	99.8627	1454	1472
N0145	R23887	99.8606	1450	1472
N0145	mada_2-46	99.8603	1452	1472
N0145	mada_122	99.8598	1455	1472
N0145	N1272	99.8594	1459	1472
N0145	N1177	99.8591	1444	1472
N0145	N0091	99.8548	1441	1472
N0145	mada_1-10	99.8545	1451	1472
N0145	mada_1-36	99.8543	1454	1472
N0145	mada_1-51	99.8538	1458	1472
N0145	mada_117	99.8532	1452	1472
N0145	mada_107	99.8497	1453	1472
N0145	RW-TB008	99.8426	1441	1472
N0155	N0155	100.0	1471	1471
N0155	TB2780	99.9856	1468	1471
N0155	S0085-01	99.984	1467	1471
N0155	R29598	99.9833	1467	1471
N0155	R28703	99.9833	1468	1471
N0155	TB2981	99.9832	1468	1471
N0155	R25048	99.9829	1467	1471
N0155	18_0621851	99.9828	1468	1471
N0155	TB1236	99.9827	1466	1471
N0155	M0003941_3	99.9826	1470	1471
N0155	R30215	99.9824	1470	1471
N0155	S0107-01	99.982	1469	1471
N0155	mada_115	99.9819	1468	1471
N0155	TB2659	99.9819	1467	1471
N0155	TB2512	99.9816	1469	1471
N0155	S0089-01	99.981	1469	1471
N0155	TB3368	99.981	1469	1471
N0155	8129-04	99.9809	1468	1471
N0155	S0070-08	99.9809	1471	1471
N0155	R37765	99.9808	1470	1471
N0155	TB3091	99.9807	1469	1471
N0155	R36431	99.9805	1471	1471
N0155	TB1612	99.9803	1467	1471
N0155	R30234	99.9801	1471	1471
N0155	3003-06	99.98	1468	1471
N0155	R24100	99.9799	1469	1471
N0155	R31095	99.9799	1471	1471
N0155	TB2995	99.9799	1469	1471
N0155	R24120	99.9798	1471	1471
N0155	R29816	99.9798	1471	1471
N0155	TB3396	99.9798	1469	1471
N0155	702-06	99.9792	1468	1471
N0155	4549-04	99.9791	1466	1471
N0155	TB3113	99.979	1470	1471
N0155	mada_1-11	99.9789	1469	1471
N0155	696-05	99.9788	1467	1471
N0155	N0145	99.9782	1468	1471
N0155	9050-05	99.9781	1469	1471
N0155	R28012	99.9778	1471	1471
N0155	R30078	99.9778	1471	1471
N0155	R28581	99.9777	1470	1471
N0155	R27657	99.9777	1471	1471
N0155	8651-04	99.9776	1467	1471
N0155	mada_2-42	99.9773	1471	1471
N0155	706-05	99.9751	1469	1471
N0155	S0256-08	99.9714	1469	1471
N0155	R18040	99.9543	1457	1471
N0155	R18043	99.9543	1457	1471
N0155	R28980	99.9542	1458	1471
N0155	R27937	99.9542	1457	1471
N0155	R22601	99.954	1457	1471
N0155	R30420	99.9527	1460	1471
N0155	R26778	99.9523	1459	1471
N0155	R20260	99.9497	1461	1471
N0155	R20574	99.9497	1461	1471
N0155	R21893	99.9497	1458	1471
N0155	R21408	99.9495	1461	1471
N0155	R26791	99.9473	1461	1471
N0155	R27725	99.9459	1462	1471
N0155	R23146	99.943	1461	1471
N0155	R32929	99.9379	1466	1471
N0155	N1274	99.9248	1458	1471
N0155	N0004	99.9189	1455	1471
N0155	mada_139	99.9188	1450	1471
N0155	M0016395_7	99.9182	1453	1471
N0155	QC-5	99.918	1456	1471
N0155	02_R1708	99.9179	1452	1471
N0155	QC-3	99.9178	1456	1471
N0155	N0054	99.9174	1459	1471
N0155	mada_112	99.9167	1454	1471
N0155	R21363	99.9161	1452	1471
N0155	mada_1-30	99.9155	1457	1471
N0155	TB3334	99.9155	1452	1471
N0155	mada_1-41	99.9148	1457	1471
N0155	QC-9	99.9135	1456	1471
N0155	R21770	99.9126	1452	1471
N0155	mada_2-1	99.9126	1450	1471
N0155	S0106-01	99.9125	1454	1471
N0155	TB3251	99.9123	1450	1471
N0155	mada_2-31	99.9121	1458	1471
N0155	R21839	99.912	1452	1471
N0155	mada_1-32	99.912	1452	1471
N0155	R15311	99.9119	1453	1471
N0155	M0017522_5	99.9119	1457	1471
N0155	R20896	99.9117	1449	1471
N0155	TB3237	99.9107	1459	1471
N0155	R30396	99.9104	1451	1471
N0155	MT_0080	99.9103	1456	1471
N0155	mada_124	99.9102	1455	1471
N0155	mada_2-25	99.9099	1454	1471
N0155	mada_129	99.9098	1449	1471
N0155	mada_105	99.9097	1451	1471
N0155	mada_1-12	99.9091	1448	1471
N0155	mada_103	99.9088	1457	1471
N0155	R23571	99.9077	1451	1471
N0155	01_R1134	99.9077	1457	1471
N0155	TB4620	99.9076	1449	1471
N0155	02_R1896	99.9074	1456	1471
N0155	01_R1430	99.9071	1459	1471
N0155	M0011368_9	99.9065	1457	1471
N0155	mada_1-38	99.9064	1456	1471
N0155	02_R0894	99.9062	1455	1471
N0155	TB2968	99.9055	1454	1471
N0155	M0014888_3	99.9053	1448	1471
N0155	QC-8	99.9053	1453	1471
N0155	QC-4	99.9052	1451	1471
N0155	M0016737_0	99.9051	1457	1471
N0155	S0123-01	99.9048	1453	1471
N0155	S0262-02	99.9047	1453	1471
N0155	mada_1-50	99.9043	1453	1471
N0155	QC-6	99.9037	1446	1471
N0155	mada_2-53	99.9032	1454	1471
N0155	mada_1-53	99.9031	1454	1471
N0155	QC-10	99.903	1453	1471
N0155	TB3169	99.903	1447	1471
N0155	mada_1-15	99.9023	1449	1471
N0155	02_R1179	99.9023	1454	1471
N0155	mada_128	99.9021	1454	1471
N0155	TB3162	99.9019	1451	1471
N0155	TB3386	99.8998	1455	1471
N0155	TB3054	99.8995	1460	1471
N0155	QC-7	99.8995	1452	1471
N0155	mada_120	99.899	1445	1471
N0155	mada_126	99.8959	1449	1471
N0155	QC-1	99.8953	1450	1471
N0155	mada_151	99.8949	1453	1471
N0155	mada_123	99.8939	1450	1471
N0155	M0010874_7	99.8923	1448	1471
N0155	TB2661	99.892	1456	1471
N0155	mada_102	99.8833	1456	1471
