run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	library_layout	read_count	base_count	study_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
SRR22859842	SAMN32360845	SRX18818741	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1657637	500606374	PRJNA914892	149040940;150035871	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859842/SRR22859842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859842/SRR22859842_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/042/SRR22859842	C241	
SRR22859725	SAMN32360882	SRX18818512	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1599575	483071650	PRJNA914892	141487900;143426474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859725/SRR22859725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/025/SRR22859725/SRR22859725_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/025/SRR22859725	C339	
SRR22859735	SAMN32360874	SRX18818503	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1499025	452705550	PRJNA914892	136863853;138582653	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/035/SRR22859735/SRR22859735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/035/SRR22859735/SRR22859735_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/035/SRR22859735	C149	
SRR22859846	SAMN32360841	SRX18818737	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	758777	229150654	PRJNA914892	72889325;80420596	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/046/SRR22859846/SRR22859846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/046/SRR22859846/SRR22859846_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/046/SRR22859846	C72	
SRR22859739	SAMN32360870	SRX18818499	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3914130	978532500	PRJNA914892	322001535;293540656	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859739/SRR22859739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/039/SRR22859739/SRR22859739_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/039/SRR22859739	C273	
SRR22859726	SAMN32360881	SRX18818511	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4527326	1131831500	PRJNA914892	328502677;369231662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/026/SRR22859726/SRR22859726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/026/SRR22859726/SRR22859726_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/026/SRR22859726	C155	
SRR22859847	SAMN32360840	SRX18818736	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	829228	250426856	PRJNA914892	80209186;84979597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859847/SRR22859847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859847/SRR22859847_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/047/SRR22859847	C67	
SRR22859729	SAMN32360878	SRX18818508	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1408969	425508638	PRJNA914892	130216614;130215911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22859729/SRR22859729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/029/SRR22859729/SRR22859729_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/029/SRR22859729	C276	
SRR22859851	SAMN32360964	SRX18818733	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	52762	197955573	PRJNA914892	181251246	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/051/SRR22859851/SRR22859851_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/051/SRR22859851	C911	
SRR22859750	SAMN32360815	SRX18818488	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1775734	536271668	PRJNA914892	148913505;158076789	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/050/SRR22859750/SRR22859750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/050/SRR22859750/SRR22859750_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/050/SRR22859750	C254	
SRR22859731	SAMN32360825	SRX18818506	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	10562	71153268	PRJNA914892	65213002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22859731/SRR22859731_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/031/SRR22859731	C57	
SRR22859852	SAMN32360963	SRX18818732	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	51264	139838992	PRJNA914892	132433184	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/052/SRR22859852/SRR22859852_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/052/SRR22859852	C910	
SRR22859732	SAMN32360876	SRX18818505	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4033362	1008340500	PRJNA914892	309034541;318091114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859732/SRR22859732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22859732/SRR22859732_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/032/SRR22859732	C91	
SRR22859751	SAMN32360860	SRX18818758	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	5660627	1709509354	PRJNA914892	491838475;499480295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/051/SRR22859751/SRR22859751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/051/SRR22859751/SRR22859751_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/051/SRR22859751	C353	
SRR22859736	SAMN32360873	SRX18818502	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1522582	459819764	PRJNA914892	136384813;137461391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859736/SRR22859736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/036/SRR22859736/SRR22859736_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/036/SRR22859736	C179	
SRR22859753	SAMN32360813	SRX18818486	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4279791	1069947750	PRJNA914892	312614326;344932682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/053/SRR22859753/SRR22859753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/053/SRR22859753/SRR22859753_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/053/SRR22859753	C205	
SRR22859740	SAMN32360869	SRX18818498	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	809995	244618490	PRJNA914892	77928817;83336995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22859740/SRR22859740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22859740/SRR22859740_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/040/SRR22859740	C21	
SRR22859741	SAMN32360868	SRX18818497	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1690791	510618882	PRJNA914892	153312984;154000396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859741/SRR22859741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859741/SRR22859741_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/041/SRR22859741	C294	
SRR22859754	SAMN32360812	SRX18818485	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4022987	1005746750	PRJNA914892	318278720;303858342	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/054/SRR22859754/SRR22859754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/054/SRR22859754/SRR22859754_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/054/SRR22859754	C201	
SRR22859742	SAMN32360867	SRX18818496	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	815672	246332944	PRJNA914892	77177504;84563298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859742/SRR22859742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/042/SRR22859742/SRR22859742_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/042/SRR22859742	C70	
SRR22859755	SAMN32360811	SRX18818484	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4409899	1102474750	PRJNA914892	317839892;334740718	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/055/SRR22859755/SRR22859755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/055/SRR22859755/SRR22859755_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/055/SRR22859755	C200	
SRR22859745	SAMN32360865	SRX18818493	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1182599	357144898	PRJNA914892	111750080;121970075	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859745/SRR22859745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859745/SRR22859745_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/045/SRR22859745	C32	
SRR22859853	SAMN32360962	SRX18818731	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	118087	554226153	PRJNA914892	510889499	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/053/SRR22859853/SRR22859853_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/053/SRR22859853	C878	
SRR22859854	SAMN32360961	SRX18818730	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	76006	225131837	PRJNA914892	206245455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/054/SRR22859854/SRR22859854_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/054/SRR22859854	C909	
SRR22859762	SAMN32360805	SRX18818477	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1793021	541492342	PRJNA914892	150734006;157712533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/062/SRR22859762/SRR22859762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/062/SRR22859762/SRR22859762_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/062/SRR22859762	C142	
SRR22859861	SAMN32360955	SRX18818723	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	124255	444243896	PRJNA914892	408248177	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/061/SRR22859861/SRR22859861_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/061/SRR22859861	C903	
SRR22859764	SAMN32360803	SRX18818475	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3614731	903682750	PRJNA914892	290063821;266235417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/064/SRR22859764/SRR22859764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/064/SRR22859764/SRR22859764_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/064/SRR22859764	C11	
SRR22859865	SAMN32360951	SRX18818719	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	80922	288396545	PRJNA914892	264209707	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/065/SRR22859865/SRR22859865_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/065/SRR22859865	C64	
SRR22859765	SAMN32360802	SRX18818474	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4593233	1148308250	PRJNA914892	339405692;371959972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/065/SRR22859765/SRR22859765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/065/SRR22859765/SRR22859765_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/065/SRR22859765	C102	
SRR22859866	SAMN32360950	SRX18818718	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	168872	634322857	PRJNA914892	582598241	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/066/SRR22859866/SRR22859866_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/066/SRR22859866	C891	
SRR22859773	SAMN32360968	SRX18818466	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	72252	222589809	PRJNA914892	200409322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/073/SRR22859773/SRR22859773_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/073/SRR22859773	C229	
SRR22859867	SAMN32360815	SRX18818717	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	21328	129963129	PRJNA914892	119446385	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/067/SRR22859867/SRR22859867_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/067/SRR22859867	C254	
SRR22859869	SAMN32360948	SRX18818715	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	95578	179134262	PRJNA914892	164429391	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/069/SRR22859869/SRR22859869_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/069/SRR22859869	C888	
SRR22859776	SAMN32360899	SRX18818463	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	35705	148002686	PRJNA914892	135361706	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/076/SRR22859776/SRR22859776_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/076/SRR22859776	C357	
SRR22859870	SAMN32360947	SRX18818714	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	110909	238795958	PRJNA914892	218185865	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/070/SRR22859870/SRR22859870_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/070/SRR22859870	C887	
SRR22859871	SAMN32360946	SRX18818713	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	105904	262380036	PRJNA914892	240702767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/071/SRR22859871/SRR22859871_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/071/SRR22859871	C886	
SRR22859873	SAMN32360944	SRX18818711	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	91223	265897102	PRJNA914892	251522527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/073/SRR22859873/SRR22859873_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/073/SRR22859873	C884	
SRR22859779	SAMN32360968	SRX18818460	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1981557	598430214	PRJNA914892	172533729;178962482	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/079/SRR22859779/SRR22859779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/079/SRR22859779/SRR22859779_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/079/SRR22859779	C229	
SRR22859881	SAMN32360809	SRX18818703	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	70818	412826287	PRJNA914892	378901416	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/081/SRR22859881/SRR22859881_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/081/SRR22859881	C164	
SRR22859784	SAMN32360964	SRX18818455	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1644585	496664670	PRJNA914892	139228106;142229607	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/084/SRR22859784/SRR22859784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/084/SRR22859784/SRR22859784_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/084/SRR22859784	C911	
SRR22859887	SAMN32360884	SRX18818697	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	37031	94117301	PRJNA914892	86348655	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/087/SRR22859887/SRR22859887_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/087/SRR22859887	C342	
SRR22859891	SAMN32360880	SRX18818693	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23042	55110264	PRJNA914892	50505532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/091/SRR22859891/SRR22859891_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/091/SRR22859891	C197	
SRR22859785	SAMN32360963	SRX18818454	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1455067	439430234	PRJNA914892	123268575;125482657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/085/SRR22859785/SRR22859785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/085/SRR22859785/SRR22859785_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/085/SRR22859785	C910	
SRR22859892	SAMN32360808	SRX18818692	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	84061	331481252	PRJNA914892	304476697	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/092/SRR22859892/SRR22859892_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/092/SRR22859892	C152	
SRR22859793	SAMN32360956	SRX18818446	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1130088	341286576	PRJNA914892	99134463;100967357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/093/SRR22859793/SRR22859793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/093/SRR22859793/SRR22859793_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/093/SRR22859793	C904	
SRR22859803	SAMN32360925	SRX18818781	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2724022	822654644	PRJNA914892	237523827;242676200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22859803/SRR22859803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/003/SRR22859803/SRR22859803_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/003/SRR22859803	C298	
SRR22859897	SAMN32360875	SRX18818687	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23146	49033311	PRJNA914892	44941870	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/097/SRR22859897/SRR22859897_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/097/SRR22859897	C209	
SRR22859806	SAMN32360922	SRX18818778	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3509191	877297750	PRJNA914892	279891307;265482425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22859806/SRR22859806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/006/SRR22859806/SRR22859806_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/006/SRR22859806	C289	
SRR22859807	SAMN32360921	SRX18818777	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3714072	928518000	PRJNA914892	297734913;277951375	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22859807/SRR22859807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/007/SRR22859807/SRR22859807_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/007/SRR22859807	C286	
SRR22859898	SAMN32360832	SRX18818686	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	24176	70298124	PRJNA914892	64457963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/098/SRR22859898/SRR22859898_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/098/SRR22859898	C22	
SRR22859747	SAMN32360863	SRX18818491	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	827429	249883558	PRJNA914892	78117583;88457192	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859747/SRR22859747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/047/SRR22859747/SRR22859747_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/047/SRR22859747	C56	
SRR22859808	SAMN32360920	SRX18818776	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3087606	932457012	PRJNA914892	266821195;272985964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22859808/SRR22859808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22859808/SRR22859808_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/008/SRR22859808	C271	
SRR22859901	SAMN32360944	SRX18818683	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1703235	514376970	PRJNA914892	144787624;147920463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/001/SRR22859901/SRR22859901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/001/SRR22859901/SRR22859901_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/001/SRR22859901	C884	
SRR22859809	SAMN32360919	SRX18818775	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3961278	990319500	PRJNA914892	311934827;292681340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/009/SRR22859809/SRR22859809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/009/SRR22859809/SRR22859809_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/009/SRR22859809	C267	
SRR22859749	SAMN32360861	SRX18818489	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1527473	461296846	PRJNA914892	137293126;138393920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/049/SRR22859749/SRR22859749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/049/SRR22859749/SRR22859749_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/049/SRR22859749	C121	
SRR22859813	SAMN32360916	SRX18818771	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2753804	831648808	PRJNA914892	239938311;245727185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22859813/SRR22859813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/013/SRR22859813/SRR22859813_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/013/SRR22859813	C256	
SRR22859752	SAMN32360814	SRX18818487	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4413167	1103291750	PRJNA914892	321835225;360191729	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/052/SRR22859752/SRR22859752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/052/SRR22859752/SRR22859752_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/052/SRR22859752	C249	
SRR22859902	SAMN32360943	SRX18818682	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	3611819	1090769338	PRJNA914892	312516615;318541233	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/002/SRR22859902/SRR22859902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/002/SRR22859902/SRR22859902_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/002/SRR22859902	C354	
SRR22859814	SAMN32360915	SRX18818770	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3872525	1169502550	PRJNA914892	334973881;342468248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22859814/SRR22859814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/014/SRR22859814/SRR22859814_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/014/SRR22859814	C25	
SRR22859756	SAMN32360810	SRX18818483	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1563486	472172772	PRJNA914892	144074051;136112432	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/056/SRR22859756/SRR22859756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/056/SRR22859756/SRR22859756_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/056/SRR22859756	C18	
SRR22859904	SAMN32360941	SRX18818680	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1503225	453973950	PRJNA914892	127664219;130121756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/004/SRR22859904/SRR22859904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/004/SRR22859904/SRR22859904_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/004/SRR22859904	C875	
SRR22859816	SAMN32360913	SRX18818768	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3760743	940185750	PRJNA914892	297291298;302018021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22859816/SRR22859816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22859816/SRR22859816_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/016/SRR22859816	C244	
