NodeID,SeqLength,N_Asms,N_Occurrences,Jaccard_Cont_WiRv,Jaccard_Cont_WiIS6110,Jaccard_Cont_WiRv_InsSeqAndPhages,IsSVNode,MaxJC_ToOtherNode
WNLQKIKWNM,132,0,0,1.0,0.0,0.0,True,0.0
WIKFMMKIWI,1071,151,151,1.0,0.0,0.0,True,0.026897214217098942
YCYVBBSKPP,952,152,196,1.0,0.0,0.0,False,0.0
UWCELXWUPH,69299,152,152,0.9968672855101127,0.0,0.0,False,0.000375348279894325
QAAYGNZWRF,733,151,151,1.0,0.0,0.0,True,0.0
COEXTSVPWF,141,0,0,0.7195121951219512,0.0,0.0,True,0.04878048780487805
MAZFUNTBLN,113,0,0,0.0,0.0,0.0,True,0.0
GNXFUNHPVA,25532,152,152,0.9963532271978668,0.0,0.08528742843698534,False,0.0
PMLJKUJXJC,17298,152,152,0.9964095436645819,0.0,0.0,False,0.0016794069955987955
AMXTCOAXQC,290,152,208,0.8,0.0,0.0,False,0.26153846153846155
DSZSCHSDQO,229,151,151,1.0,0.0,0.0,True,0.0
QYPDWVHBIA,1286,151,151,1.0,0.0,0.0,True,0.0
FANOKQQOQN,256,127,135,1.0,0.0,0.0,True,0.0
RZBWJTESCD,28424,152,152,0.9956328801859547,0.0,0.0,False,0.0
RZVMDQTKTX,140,0,0,1.0,0.0,0.9363636363636364,True,0.0
YLCSBJSMMK,159,0,0,1.0,0.0,0.0,True,0.0
WGNEKFRCVY,17457,152,152,0.9982200275608636,0.0,0.0014354616444648598,False,0.0
BYYNEEFMMS,779,152,152,1.0,0.0,0.0,False,0.0
RILOBAHJTB,577,151,151,1.0,0.0,0.0,True,0.0
ABKAGDAKUJ,141,0,0,0.7207207207207207,0.0,0.0,True,0.0
PDURWFDPIQ,3514,152,152,1.0,0.0,0.0,False,0.017795637198622274
UNLBINIOJU,1249,151,151,1.0,0.0,0.0,True,0.0
XPHPCTRGBU,3814,152,152,1.0,0.0,0.0,False,0.0
VYAMFADFXG,1536,152,152,1.0,0.0,0.0,False,0.0
ZXLNMJKTGR,881,151,151,1.0,0.0,0.0,True,0.0
HZDBLMSCCK,20560,152,152,0.9984900146127618,0.0,0.0,False,0.0015586945932781295
OYYOXZVNZL,382,152,152,1.0,0.0,0.0,False,0.0
JNJUHBFADL,1061,151,151,1.0,0.0,0.0,True,0.014548981571290009
DYLDEYDMCP,111,0,0,0.8765432098765432,0.0,0.0,True,0.6049382716049383
VJJTHXFIOI,13916,152,152,0.9977675356474147,0.0,0.0,False,0.0
PTWOHQGXUA,193,0,0,1.0,0.0,0.0,True,0.147239263803681
WDGNONUWIQ,153,0,0,0.5772357723577236,0.0,0.0,True,0.5040650406504065
MCMLIWEWSQ,6308,152,152,0.9901242433896146,0.0,0.0,False,0.0
ZUDTUUMKCZ,19514,152,152,0.9903470938591087,0.0,0.0,False,0.0
XLWTTQYZJU,244,136,136,0.7663551401869159,0.0,0.0,True,0.009345794392523364
IKOPVRNJBE,1087,151,151,1.0,0.0,0.0,True,0.0
VUCUUWTASJ,184,0,0,1.0,0.0,0.0,True,0.0
IVSXCTTTCN,1789,152,152,1.0,0.0,0.0,False,0.0
LWMBPSZMOR,114,0,0,1.0,0.0,0.0,True,1.0
FMMORRNAXV,3336,152,152,0.9978826376285541,0.0,0.0,False,0.0
UNXSGFOZTT,115,0,0,1.0,0.0,0.0,True,0.0
RLDPMQHFDQ,135,0,0,1.0,0.0,0.0,True,0.5142857142857142
UYQTUCDQPL,2685,152,152,0.9883239171374765,0.0,0.0,False,0.0007532956685499058
VFUDEPUPYC,206,83,83,1.0,0.0,0.0,True,0.08333333333333333
ILWOGIMWRN,201,150,150,1.0,0.0,0.0,True,0.0
RRVKTEETYS,2146,149,149,1.0,0.0,0.0,True,0.0
VUEWHWDHQG,170,0,0,1.0,0.0,0.0,True,0.0
HECGXKNNVJ,738,1,1,0.0,0.0,0.0,True,0.05536332179930796
QFHWZXBDZO,279,151,151,1.0,0.0,0.0,True,0.0
SUXYPTFREG,114,0,0,0.7368421052631579,0.0,0.0,True,0.49122807017543857
GGWBJAKRTI,26597,152,152,0.9923586539185425,0.0,0.0,False,0.00011292629677030791
NECUQDXPOF,1578,147,147,1.0,0.0,0.0,True,0.00516795865633075
BOOYMMPUML,407,152,152,0.9177718832891246,0.0,0.0,False,0.0
PTSMEDEKRK,769,148,148,0.021739130434782608,0.0,0.0,True,0.08967391304347826
HUOLBDZUWC,10317,152,152,0.9969864878001361,0.0,0.0,False,0.0007776805677068144
JGSDUTMXJY,24623,152,152,0.9949579148538202,0.0,0.0,False,0.0
HCYTPADFJI,191,0,0,1.0,0.0,0.0,True,0.0
EQQTGVZNJC,140,0,0,1.0,0.0,0.0,True,0.0
CIJHVVXSRU,115,0,0,1.0,0.0,0.0,True,0.5176470588235295
HOTCMBRVMU,17876,152,152,0.9982629160596213,0.0,0.0,False,0.0
RTSJJSGVSZ,1488,151,151,1.0,0.0,0.0,True,0.0006858710562414266
NZDVJBNCLX,563,151,151,1.0,0.0,0.0,True,0.0
HRVWYFXLZC,315,152,220,1.0,0.0,0.0,False,0.0
HGXLHFFXNE,394,1,1,0.0,0.0,0.0,True,0.11469534050179211
RNDUVBZSGM,1545,151,151,1.0,0.0,0.0,True,0.007260726072607261
NCPZZTBKHI,1066,150,150,1.0,0.0,0.0,True,0.0
GWANARDBYU,157,0,0,1.0,0.0,0.0,True,0.4330708661417323
GJEXJOOXRD,293,27,27,0.3155893536121673,0.0,0.0,True,0.16730038022813687
HMAFAROTQA,559,151,151,1.0,0.0,0.0,True,0.0
XSIUZDEYRR,139,0,0,0.0,0.0,0.0,True,0.0
BUDUWZTVGR,681,151,151,1.0,0.0,0.0,True,0.0
ONMQMILYVV,1043,150,150,1.0,0.0,0.0,True,0.013820335636722606
ZBBIUYBRZC,273,152,152,1.0,0.0,0.0,False,0.0
BKQYRTWDYZ,522,145,145,1.0,0.0,0.0,True,0.0
MUCSRTUAUC,449,152,152,0.9379474940334129,0.0,0.0,False,0.050119331742243436
RLKBANTEOP,1054,151,152,1.0,0.0,0.0,True,0.0
YRJWCOLPPL,147,0,0,1.0,0.0,0.0,True,0.008547008547008548
ZDZATEIFZL,428,150,150,1.0,0.0,0.0,True,0.0
NUXASNDEEJ,111,0,0,0.012345679012345678,0.0,0.0,True,0.8271604938271605
FQGZYCOKUO,708,152,152,0.9542772861356932,0.0,0.0,False,0.0
FPSNHEDXJX,2830,151,151,1.0,0.0,0.10821428571428572,True,0.0
SVVIJOIHEJ,38364,152,152,0.9938174988261074,0.0,0.0,False,0.0002608650284342881
VXCFBJFKCT,13804,152,152,0.99099753158124,0.0,0.0,False,0.0
IBTLXNDKLB,145,0,0,1.0,0.0,0.0,True,0.0
EYKNAQRQKI,9845,152,152,0.9968415690269995,0.0,0.0,False,0.0
BWIBSSCTLR,159,0,0,1.0,0.0,0.0,True,0.4108527131782946
NUBPSEWQAD,748,152,152,1.0,0.0,0.0,False,0.008356545961002786
RTLFQAPEMX,1130,1,1,0.0,0.0,0.0,True,0.0
JDIFNPXYPR,1056,152,152,1.0,0.0,0.0,False,0.0
ZCDCJXDPPY,2820,62,63,1.0,0.0,0.0,True,0.004301075268817204
YEKXCDPOVV,925,152,152,1.0,0.0,0.0,False,0.0
NSBMSRAFRE,201,152,153,1.0,0.0,0.0,False,0.2807017543859649
NZYUGUAEMX,224,152,347,1.0,0.0,0.0,False,0.0
CGAAKWNAYK,125,0,0,1.0,0.0,0.0,True,0.0
KARVYQDPOY,143,0,0,0.7876106194690266,0.0,0.0,True,0.10619469026548672
SSTLLDMDWW,10903,152,152,0.997055846904039,0.0,0.0,False,0.003128162664458552
FXQTQTNZUL,11828,152,152,0.9859298186133243,0.0,0.0,False,0.0022885234785556875
RRTEOZLVSX,4367,151,151,0.9928522019829376,0.0,0.0,True,0.0
PIYXLHISQX,1749,150,150,1.0,0.0,0.0,True,0.0
DFCPECUZVE,4009,140,140,0.006031666247800955,0.0,0.0,True,0.005277707966825836
RYFQTYGFYU,1595,152,152,0.9801916932907349,0.0,0.0,False,0.0
MBMGVCIMAT,18590,152,152,0.9933728448275863,0.0,0.1050646551724138,False,0.0025323275862068964
BNSTKGITMJ,117,0,0,1.0,0.0,0.0,True,0.0
KKXEWQWXBO,168,0,0,1.0,0.0,0.0,True,0.0
SFZCYKRLSP,132,0,0,1.0,0.0,0.0,True,0.0
AHFWLSLFOC,949,1,1,0.060935799782372145,0.0,0.0,True,0.060935799782372145
DPUKYNYFGW,3102,146,146,1.0,0.0,0.208984375,True,0.005859375
TXFABNXZMD,335,151,285,0.8,0.0,0.0,True,0.0
OMUNROUAWO,1527,151,151,1.0,0.0,0.0,True,0.0
YHUTGMAJIQ,1500,151,151,0.9789115646258504,0.0,0.0,True,0.0
NLCZGFEXJW,184,0,0,0.8636363636363636,0.0,0.0,True,0.045454545454545456
EDHMVVYXSA,1964,151,151,1.0,0.0,0.0,True,0.0031023784901758012
TDDBQHMCFO,152,0,0,0.13274336283185842,0.0,0.0,True,0.10619469026548672
QMFGFIRKDL,692,152,152,1.0,0.0,0.0,False,0.0
NMIFEQHACA,351,151,151,1.0,0.0,0.0,True,0.2087227414330218
ITAZJPMXJS,1350,151,151,1.0,0.0,0.0,True,0.0
RDJPHVSBMA,1747,148,148,1.0,0.0,0.0,True,0.0
ZRYXQPEDFF,107,0,0,1.0,0.0,0.0,True,0.14084507042253522
SXVTQJWQRS,5180,152,152,1.0,0.0,0.0,False,0.0
JDTDSQECOO,1045,152,456,0.8729064039408867,0.0,0.0,False,0.0019704433497536944
KKRTOCRDWA,279,152,152,1.0,0.0,0.0,False,0.0
ADFZZKACCL,120,0,0,1.0,0.0,0.0,True,0.0
NCQRGPCYKD,174,0,0,0.0,0.0,0.0,True,0.0
EODUMSSMIK,114,0,0,1.0,0.0,0.0,True,1.0
TKDLQDZHLA,116,0,0,1.0,0.0,0.0,True,0.9493670886075949
SUIGNYQFRP,104,0,0,0.0,0.0,0.0,True,0.6351351351351351
QQBGSNRREQ,503,152,152,1.0,0.0,0.0,False,0.0
SVVRBQOMJV,535,152,152,1.0,0.0,0.0,False,0.09306930693069307
RNVYXFTGHP,119,0,0,0.6404494382022472,0.0,0.0,True,0.0
NAODJWQLLS,826,1,1,0.0,0.0,0.0,True,0.0
EWGEAFSASL,636,151,151,1.0,0.0,0.0,True,0.07755775577557755
UNBULGSQOL,133,0,0,0.6990291262135923,0.0,0.0,True,0.0
GARNIVHEQC,5087,152,152,1.0,0.0,0.0,False,0.0
DROHWITUAL,3324,152,152,0.990588949605343,0.0,0.0,False,0.0
DNLSBDALPU,106,0,0,1.0,0.0,0.0,True,0.0
QVONKOAUXA,351,151,165,1.0,0.0,0.0,True,0.0
HVWDGAMDJF,4702,152,152,0.9933590402742074,0.0,0.0,False,0.012210796915167094
FNQOVLNOFD,135,0,0,1.0,0.0,0.0,True,0.0
UWPUGOCJLG,150,0,0,1.0,0.0,0.0,True,0.39166666666666666
CSWQQHEQKK,381,151,151,1.0,0.0,0.0,True,0.0
FOFDXSLBZN,110,0,0,0.19444444444444445,0.0,0.0,True,0.5833333333333334
PUXTAGXNEO,236,1,1,0.0,0.0,0.0,True,0.0
XXKJKTTELA,303,151,151,0.8864468864468864,0.0,0.0,True,0.0
LMMXRMYULL,474,1,1,0.0,0.0,0.0,True,0.0
MVTSCZAQUV,545,152,152,0.883495145631068,0.0,0.0,False,0.017475728155339806
DXSAAWOGSM,442,150,150,1.0,0.0,0.0,True,0.0
KKIPWWWCWN,204,152,233,1.0,0.0,0.0,False,0.0
RMJKOPRHHJ,76,0,0,1.0,0.0,0.0,True,1.0
ZKRZOPNSYL,132,0,0,0.4215686274509804,0.0,0.0,True,0.4117647058823529
XOJZBSZCYT,12790,152,152,0.9934952978056426,0.0,0.0,False,0.0
FTRALWIVWV,388,152,296,1.0,0.0,0.0,False,0.0
PEPKJXAHFT,198,0,0,1.0,0.0,1.0,True,0.0
TMPPMDELQR,150,0,0,0.025,0.0,0.0,True,0.025
DOWZQHISBW,3043,150,150,1.0,0.0,0.0,True,0.0
BEMLDBNFLV,609,151,151,1.0,0.0,0.0,True,0.0
CXAOURTZHU,145,0,0,1.0,0.0,0.0,True,0.48695652173913045
TGCKXNMUPG,102,0,0,1.0,0.0,0.0,True,0.6111111111111112
OOWLAAHCPX,2835,152,152,1.0,0.0,0.0,False,0.0024955436720142605
PVELHOTVLZ,500,145,145,1.0,0.0,0.0,True,0.0
MUBUBIKWWE,134,0,0,1.0,0.0,0.0,True,0.0
JHHHAAXEUN,1651,150,150,0.9808760024676126,0.0,0.0,True,0.0
LYAPZORYMC,27937,152,152,1.0,0.0,0.0,False,0.0006094063665041583
UNIVDSKSKC,1603,152,152,1.0,0.0,0.0,False,0.0
NTQQAMHYCT,102,0,0,1.0,0.0,0.0,True,0.0
FQUTJCURPB,2593,150,150,1.0,0.0,0.0,True,0.0074131876706984
BMCCMMQUTC,402,146,195,0.7204301075268817,0.0,0.0,True,0.02956989247311828
FFVXOTOQTF,132,0,0,1.0,0.0,0.0,True,0.0
AFGCPHVQRG,1031,152,298,1.0,0.0,0.5004995004995005,False,0.0
KEDSLYQDCC,134,0,0,0.7788461538461539,0.0,0.0,True,0.3269230769230769
GDSALKFUXL,123,0,0,1.0,0.0,0.0,True,0.0
AVVCJZVIGA,178,0,0,1.0,0.0,0.0,True,0.0
QGTMWLEZMR,1180,137,137,1.0,0.0,0.0,True,0.0026086956521739132
LAACJJYKII,15101,152,152,0.992037688275496,0.0,0.0,False,0.0
BHLJMWWKOV,349,151,151,1.0,0.0,0.0,True,0.0
IQEIMIBYXQ,1289,149,149,1.0,0.0,0.0,True,0.013502779984114376
RGXUMLHFOM,116,0,0,1.0,0.0,0.0,True,0.0
EJCQKNJHTJ,759,150,150,1.0,0.0,0.0,True,0.0
DLMPDCQNTZ,131,0,0,0.14432989690721648,0.0,0.0,True,0.1958762886597938
JZSVBBLWHK,15433,152,152,0.9922742322924105,0.0,0.0,False,0.0005193793416866844
QFKIAYEDOW,875,149,149,1.0,0.0,0.0,True,0.0
YMKXIFAZLM,580,151,151,1.0,0.0,0.0,True,0.0
HOONTPXTUG,1406,1,1,0.0,0.0,0.0,True,0.0
KIYACWNCLT,116,0,0,1.0,0.0,0.0,True,0.023255813953488372
LFGTGYDPIU,114,0,0,1.0,0.0,0.0,True,0.07017543859649122
CBURPRULAA,609,15,15,0.2867012089810017,0.0,0.0,True,0.30915371329879104
VTSAQXPCIY,127,0,0,1.0,0.0,0.0,True,0.41237113402061853
LLKSEEQYRO,715,152,152,1.0,0.0,0.0,False,0.008759124087591242
VIMQXYSXAF,537,14,14,0.1282051282051282,0.0,0.0,True,0.1282051282051282
BLNEBOFDTL,148,0,0,0.7653061224489796,0.0,0.0,True,0.47959183673469385
ZMQWWLPVQV,7480,152,152,1.0,0.0,0.0,False,0.0
DWDQVFAPZT,142,0,0,1.0,0.0,0.0,True,1.0
CPBDMNUECI,284,121,121,1.0,0.0,0.0,True,0.16141732283464566
UFPPTBERNF,191,0,0,1.0,0.0,0.0,True,0.0
KCVWHOMDJY,621,152,152,1.0,0.0,0.0,False,0.0
NBRMJAXGME,470,1,1,0.0,0.0,0.0,True,0.0
OFHRRADFOS,899,152,152,1.0,0.0,0.0,False,0.0
WBITQRWCNF,431,1,1,0.0,0.0,0.0,True,0.0
WYIDKGUYUW,352,63,63,0.0,0.0,0.0,True,0.0
ZDKUFKZVQW,134,0,0,1.0,0.0,0.0,True,0.6790123456790124
GICNIIBQSZ,8771,152,152,0.9964534950234527,0.0,0.0,False,0.0
HNYFKUDVSJ,333,152,152,1.0,0.0,0.0,False,0.0462046204620462
SAQUOLNXWQ,1354,152,303,0.9493957703927492,0.0,0.0,False,0.006042296072507553
HBVMLMZONH,375,151,151,1.0,0.0,0.0,True,0.0
HUCWFBDPIC,285,83,83,1.0,0.0,0.0,True,0.01568627450980392
PISOYQYOHT,113,0,0,1.0,0.0,0.0,True,0.0
WNUCINBBPM,39,0,0,1.0,0.0,0.0,True,1.0
RVWVTNXLFK,678,143,143,1.0,0.0,0.0,True,0.0
NTBIEYOWMJ,2358,151,151,0.9866838487972509,0.0,0.0,True,0.0
ZPBDRWUGZH,1521,151,151,1.0,0.0,0.0,True,0.0
GIRWQOXPAY,4196,152,152,1.0,0.0,0.0,False,0.0
TYIYBHYUFU,766,152,304,1.0,0.0,0.8654891304347826,False,0.0
WWCXZYBHMI,108,0,0,0.02564102564102564,0.0,0.0,True,0.02564102564102564
HNCYRHJFTI,147,0,0,1.0,0.0,0.0,True,0.0
ZLYWVCPBCU,469,152,503,0.9886104783599089,0.0,0.0,False,0.0
JJJLXMTOGN,3339,152,152,1.0,0.0,0.0,False,0.0
DSXEWWLUVD,100,0,0,0.44,0.0,0.0,True,0.44
BDIYRHHXJT,459,152,153,1.0,0.0,0.0,False,0.0
HLACRSPUBW,19,0,0,0.0,0.0,0.0,True,0.0
WKDHWXMJXG,941,152,152,1.0,0.0,0.0,False,0.0
TLKGQEXQSN,3575,152,152,1.0,0.0,0.0,False,0.0
FGUJUEWWSQ,191,0,0,1.0,0.0,0.0,True,0.0
NDIXFYMSTK,424,94,116,1.0,0.0,0.0,True,0.0
PSTWRBZFDT,717,136,138,1.0,0.0,0.0,True,0.005822416302765648
ZSUDGUOUXQ,11320,152,152,1.0,0.0,0.0,False,0.0001771479185119575
IEQMZCYWAF,7734,152,152,1.0,0.0,0.0,False,0.0
ZMTQHGAZRP,516,152,152,1.0,0.0,0.0,False,0.0
SRZHYZKKFY,285,151,151,1.0,0.0,0.0,True,0.0
HVDXHDDDHZ,607,152,153,0.9462738301559792,0.0,0.0,False,0.0
ZSWHKWTNEJ,526,152,774,1.0,0.0,0.875,False,0.0
RVPKQUJXQD,145,0,0,1.0,0.0,0.0,True,0.0
XDAGRQNVMR,2274,149,149,1.0,0.0,0.0,True,0.0
BOLJOSYQEY,125,0,0,1.0,0.0,0.0,True,0.5894736842105263
ONRVIXBOSY,848,146,146,1.0,0.0,0.0,True,0.0
WTXIIWPPCG,162,0,0,1.0,0.0,0.0,True,0.24603174603174602
TBQVIUXVXN,369,140,140,0.0,0.0,0.0,True,0.0
RFYSPTARLD,186,0,0,1.0,0.0,0.0,True,0.0
DJFZIYXSYI,1705,150,150,1.0,0.0,0.0,True,0.09313432835820895
UKVRADSNBV,12435,152,152,0.9900032247662045,0.0,0.0,False,0.001128668171557562
RFZBDSZNLT,174,0,0,1.0,0.0,0.0,True,0.0
KHTMUZFATY,507,152,265,0.9350104821802935,0.0,0.0,False,0.11949685534591195
OWHYBKHANF,1855,152,152,1.0,0.0,0.0,False,0.002191780821917808
KVQGTZWCWO,18222,152,152,0.9899406332453826,0.0,0.0,False,0.0010993843447669306
LYBFZKZEZI,181,0,0,0.8874172185430463,0.0,0.0,True,0.4105960264900662
XQMUXHVDAU,402,122,216,0.9838709677419355,0.0,0.0,True,0.005376344086021506
RIBNBAPTJM,160,0,0,1.0,0.0,0.0,True,0.0
MXYHJHAWSK,170,0,0,0.38571428571428573,0.0,0.0,True,0.38571428571428573
YVOSZSGYVM,112,0,0,1.0,0.0,0.0,True,0.5121951219512195
NEDIJTFIYE,138,0,0,0.0,0.0,0.0,True,0.0
NEMGTUJSUD,151,0,0,1.0,0.0,0.0,True,0.0
NYRBBOXSBP,3306,152,152,0.9911396272532844,0.0,0.0,False,0.016193095019859455
VKPSQIJJZC,14540,152,152,0.9955892487939352,0.0,0.0,False,0.0
FEVRKZNKJD,5348,152,152,1.0,0.0,0.0,False,0.0
ORWCPRHQBG,132,0,0,0.5588235294117647,0.0,0.0,True,0.049019607843137254
FOKGLJASCC,265,149,149,1.0,0.0,0.0,True,0.0
RIOJCRSDQW,710,106,106,1.0,0.0,0.0,True,0.0
VJVOITDCHJ,120,0,0,0.9666666666666667,0.0,0.0,True,0.26666666666666666
OWKRGPLFLF,137,0,0,1.0,0.0,0.0,True,0.0
EUEVEAIDJH,149,0,0,1.0,0.0,0.0,True,0.08849557522123894
YHUNDPECOR,87,0,0,0.45614035087719296,0.0,0.0,True,1.0
WKUWQGORML,7540,152,152,1.0,0.0,0.0,False,0.0
YFDPBVESRL,108,0,0,1.0,0.0,0.0,True,0.5833333333333334
SSUXUNXXNG,12029,152,152,0.9844987082256855,0.0,0.0,False,0.0
JZQUHNMYXB,1358,152,152,0.9766566265060241,0.0,0.0,False,0.0
DRYXEZUSRZ,28588,152,152,0.9924364451292107,0.0,0.0,False,0.00014006583094054205
YTGZYCANMV,4163,152,152,0.9924993951125091,0.0,0.0,False,0.004113234938301476
PJLJNAOXSV,115,0,0,0.9647058823529412,0.0,0.0,True,0.3176470588235294
CDJMREOCBV,1883,149,149,0.9832703723691312,0.0,0.0,True,0.0
JUVDMGGFXB,700,1,1,0.0,0.0,0.0,True,0.0
XQRPVNMAHT,145,0,0,1.0,0.0,0.0,True,0.0782608695652174
SXYUQGZVTQ,186,0,0,0.8782051282051282,0.0,0.0,True,0.0
MFFCRYVTTH,168,0,0,0.10606060606060606,0.0,0.0,True,0.07575757575757576
KRUGDCSJCT,161,0,0,1.0,0.0,0.0,True,0.4732824427480916
XHKBHAXNNN,647,152,152,1.0,0.0,0.0,False,0.0
QUEISHJAUM,17564,152,152,0.9927569293943196,0.0,0.0,False,0.0006843846241587772
IZSBBNIRBG,102,0,0,0.9027777777777778,0.0,0.0,True,0.7361111111111112
EOUMTMHHUU,180,0,0,1.0,0.0,0.0,True,0.24666666666666667
XHGCDJTCGN,181,0,0,1.0,0.0,0.0,True,0.0
WWEMDMWDND,18363,152,152,0.9966181203294605,0.0,0.0,False,0.0012000218185785195
NDCHBRXWAX,51244,152,152,0.9945511005214538,0.0,0.0,False,0.0
FRDRVOMXJN,3379,151,151,0.990743505524037,0.0,0.46909525231412363,True,0.0035831591519856674
DUGWUBKXYC,458,146,146,1.0,0.0,0.0,True,0.0
YDYIFKVPTD,116,0,0,1.0,0.0,0.0,True,0.13953488372093023
EBKFOSYMSX,6891,152,152,0.9909634164116018,0.0,0.0,False,0.0
PLYFERYRXO,154,0,0,0.532258064516129,0.0,0.0,True,0.3387096774193548
VQYGXSPLUT,240,152,152,1.0,0.0,0.0,False,0.0
BVQWIVYVQV,593,122,125,0.0,0.0,0.0,True,0.0
WUCZXBWXPM,684,91,91,1.0,0.0,0.0,True,0.04128440366972477
OEZWSGZCMV,111,0,0,1.0,0.0,0.0,True,0.6296296296296297
DGSJWZQDDO,919,137,137,1.0,0.0,0.0,True,0.05511811023622047
RWWIXMGGVB,1451,152,305,0.9781843771991555,0.0,0.896551724137931,False,0.0
TEPYPTOHSS,15059,152,152,1.0,0.0,0.0,False,0.0028617063756155997
RYEGQQHTKS,1772,140,140,0.9822043628013777,0.0,0.0,True,0.0
CCJKSVLZGF,35673,152,152,0.9966052240271582,0.0,0.0,False,0.00042083999663328003
CVINCNYKFC,595,149,150,0.9451327433628318,0.0,0.0,True,0.0
DYGJVBNLIJ,1287,150,151,0.9753381066030231,0.0,0.0,True,0.050119331742243436
GOFOHBTBVN,22146,152,152,0.990928470993786,0.0,0.0,False,0.002403955186646709
GTXMJNCFBU,13923,152,152,0.9959689029657357,0.0,0.0,False,0.0
KJIVMFRQSU,117,0,0,1.0,0.0,0.0,True,0.0
WTZTNIGXDG,1391,152,152,1.0,0.0,0.0,False,0.0
ACXRUYKNOF,379,152,152,1.0,0.0,0.0,False,0.03724928366762178
GNJOXAVNTU,578,151,151,1.0,0.0,0.0,True,0.0
AUJVTDAMPL,9824,152,152,0.9968347968143761,0.0,0.0,False,0.0
HKNDQTPOCE,755,151,151,1.0,0.0,0.0,True,0.0
EQGQGTVVIU,18441,152,152,0.9932648959860952,0.0,0.0,False,0.0
BTUAPXCUTL,113,0,0,0.8795180722891566,0.0,0.0,True,0.0
MAHAAPXQNU,6905,152,152,0.9909818181818182,0.0,0.0,False,0.0
AHNPAUVIWX,213,149,149,1.0,0.0,0.0,True,0.0
YOYAOYTYEZ,106,0,0,1.0,0.0,0.0,True,0.8450704225352113
GQSASLFAWN,165,0,0,1.0,0.0,0.0,True,0.27450980392156865
JIIZRGCQZO,4425,151,151,0.9929449248975876,0.0,0.0,True,0.013882567137005006
CPBFETKDIZ,210,148,148,0.9166666666666666,0.0,0.0,True,0.011111111111111112
DUMGKCUQXL,143,0,0,1.0,0.0,0.0,True,0.0
AVTKILNSKH,365,152,152,1.0,0.0,0.0,False,0.0
FPTDCZQLUJ,888,152,152,0.9638694638694638,0.0,0.0,False,0.0
LJAJBDJSEF,4910,152,152,0.9848360655737705,0.0,0.3325819672131147,False,0.002459016393442623
OMNAFNEEYZ,115,0,0,1.0,0.0,0.0,True,0.0
KOKYZTCGFO,113,0,0,1.0,0.0,0.0,True,0.8433734939759037
IDCMIZUHMC,655,151,151,1.0,0.0,0.0,True,0.0
JDBPXNMLMK,2348,140,140,1.0,0.0,0.0,True,0.0
ZTQHIVVJYY,952,152,152,0.9327548806941431,0.0,0.0,False,0.0
IYUKSFPWFV,104,0,0,0.28378378378378377,0.0,0.0,True,0.08108108108108109
YXEBGNSMAT,15891,152,152,0.9929386545615031,0.0,0.0,False,0.0003152386356471849
FWGKZIITWK,895,91,91,1.0,0.0,0.0,True,0.0
CUUBCLYSET,1730,152,152,1.0,0.0,0.0,False,0.0
TVGIKLKJJW,1425,152,152,1.0,0.0,0.0,False,0.03512544802867384
RVJHUQVJUT,101,0,0,1.0,0.0,0.0,True,0.0
MCFFVAAJCB,155,0,0,0.984,0.0,0.0,True,0.0
JNUNZDPDTL,144,0,0,0.0,0.0,0.0,True,0.0
KCCDLCPISX,119,0,0,0.7261904761904762,0.0,0.0,True,0.7142857142857143
NQTZAIGFBZ,22067,152,152,0.9985932749466806,0.0,0.0,False,0.00040840404773789536
YODMLUSAUM,3597,152,152,0.991309223437062,0.0,0.0,False,0.0
KQVEZQCDJT,356,89,89,1.0,0.0,0.0,True,0.0
GJPCWYLSIS,300,151,2090,1.0,1.0,1.0,True,0.0
KDQZQEKHWE,161,0,0,1.0,0.0,0.0,True,0.0916030534351145
MHRTLDQKYK,22310,152,152,0.9944344703770197,0.0,0.0,False,0.0
EYBOFJPTRU,213,144,144,1.0,0.0,0.0,True,0.14754098360655737
MDXWLQXFLI,7766,152,152,0.9891416752843847,0.0,0.0,False,0.0
CNYCGZDBSB,251,151,151,1.0,0.0,0.0,True,0.0
OEYEBZZQFH,148,0,0,1.0,0.0,0.0,True,0.0
XNSSMVFIOH,265,152,152,1.0,0.0,0.0,False,0.0
PNCNXHUIQS,1196,149,149,1.0,0.0,0.0,True,0.0
YBQFKZCSMD,39961,152,152,0.9937892865192457,0.0,0.008189126242768777,False,0.0003005183942300468
BCOEZWGTEP,424,152,152,1.0,0.0,0.0,False,0.0
RNGNFSOAFP,196,0,0,1.0,0.0,0.0,True,0.0
MGLFIHKRFK,176,0,0,0.0684931506849315,0.0,0.0,True,0.04794520547945205
UIXETGFQPG,109,0,0,0.7341772151898734,0.0,0.0,True,0.46835443037974683
ZVLWYKUGWS,2126,148,148,1.0,0.0,0.7185114503816794,True,0.0
BPUXGIJARP,38442,152,152,0.9967718421326669,0.0,0.05165052587733,False,0.003957096740601895
AOSNGNHXPN,136,0,0,1.0,0.5188679245283019,0.5188679245283019,True,0.0
PXFZRLHZSM,40388,152,152,0.9962089300758215,0.0,0.031963922890133306,False,0.0
FZRDALYVFS,508,91,91,1.0,0.0,0.0,True,0.0
DCDXDRQAFX,2404,140,140,1.0,0.0,0.0,True,0.0
FTADCRADGJ,124,0,0,0.8620689655172413,0.0,0.0,True,0.2413793103448276
WCSMPOPEVO,300,150,150,1.0,0.0,0.0,True,0.007407407407407408
