NodeID	SeqLength	Jaccard_Cont_WiRv	Jaccard_Cont_WiIS6110	Jaccard_Cont_WiRv_InsSeqAndPhages	IsSVNode	BubbleID
s513	182	1.0	0.0	0.0	True	BubbleRegion_165
s514	358	1.0	0.0	0.0	True	BubbleRegion_165
s515	702	1.0	0.0	0.0	True	BubbleRegion_165
s516	24623	1.0	0.0	0.0	False	None
s517	478	1.0	0.0	0.0	True	BubbleRegion_166
s518	3227	1.0	0.0	0.0	False	None
s519	105	1.0	0.0	0.0	True	BubbleRegion_167
s520	36167	1.0	0.0	0.0	False	None
s521	922	1.0	0.0	0.0	True	BubbleRegion_168
s522	8158	1.0	0.0	0.0	False	None
s523	120	1.0	0.0	0.0	True	BubbleRegion_169
s524	63	1.0	0.0	0.0	True	BubbleRegion_169
s525	34	1.0	0.0	0.0	True	BubbleRegion_169
s526	57	1.0	0.0	0.0	True	BubbleRegion_169
s527	5	0.0	0.0	0.0	True	BubbleRegion_169
s528	52	1.0	0.0	0.0	True	BubbleRegion_169
s529	45	1.0	0.0	0.0	True	BubbleRegion_169
s530	40	1.0	0.0	0.0	True	BubbleRegion_169
s531	18	0.0	0.0	0.0	False	None
s532	273	1.0	0.0	0.0	True	BubbleRegion_170
s533	3722	1.0	0.0	0.0	False	None
s534	8613	1.0	0.0	0.0	False	None
s535	148	1.0	0.0	0.0	False	None
s536	66	1.0	0.0	0.0	True	BubbleRegion_173
s537	27	0.0	0.0	0.0	True	BubbleRegion_173
s538	27	0.0	0.0	0.0	True	BubbleRegion_173
s539	667	1.0	0.0	0.0	False	None
s540	474	1.0	0.0	0.0	True	BubbleRegion_174
s541	733	1.0	0.0	0.0	False	None
s542	383	1.0	0.0	0.0	False	None
s543	72	1.0	0.0	0.0	True	BubbleRegion_176
s544	39	1.0	0.0	0.0	False	None
s545	116	1.0	0.0	0.0	True	BubbleRegion_177
s546	2021	1.0	0.0	0.0	False	None
s547	7	0.0	0.0	0.0	True	BubbleRegion_178
s548	8076	1.0	0.0	0.0	False	None
s549	19	0.0	0.0	0.0	False	None
s550	45	1.0	0.0	0.0	False	None
s551	9664	1.0	0.0	0.0	False	None
s552	2458	1.0	0.0	0.0	False	None
s553	582	1.0	0.0	0.0	True	BubbleRegion_183
s554	2603	1.0	0.0	0.0	True	BubbleRegion_183
s555	34880	1.0	0.0	0.0	False	None
s556	161	1.0	0.0	0.0	True	BubbleRegion_184
s557	485	1.0	0.0	0.0	False	None
s558	374	1.0	0.0	0.0	False	None
s559	622	1.0	0.0	0.0	True	BubbleRegion_186
s560	108	1.0	0.0	0.0	True	BubbleRegion_186
s561	691	1.0	0.0	0.0	False	None
s562	1391	1.0	0.0	0.0	True	BubbleRegion_187
s563	12435	1.0	0.0	0.0	False	None
s564	790	1.0	0.0	0.0	True	BubbleRegion_188
s565	828	1.0	0.0	0.0	False	None
s566	2339	1.0	0.0	0.0	False	None
s567	867	1.0	0.0	0.0	True	BubbleRegion_190
s568	381	1.0	0.0	0.0	True	BubbleRegion_190
s569	1379	1.0	0.0	0.0	True	BubbleRegion_190
s570	1559	1.0	0.0	0.0	True	BubbleRegion_190
s571	2304	1.0	0.0	0.0	True	BubbleRegion_190
s572	3199	1.0	0.0	0.0	False	None
s573	22066	1.0	0.0	0.0	False	None
s574	208	1.0	0.0	0.0	True	BubbleRegion_192
s575	15103	1.0	0.0	0.0	False	None
s576	17487	1.0	0.0	0.0030379456608964806	False	None
s577	126	1.0	0.0	0.6145833333333334	True	BubbleRegion_194
s578	6318	1.0	0.0	0.8595813204508856	True	BubbleRegion_194
s579	2803	1.0	0.0	0.9401370357014064	True	BubbleRegion_194
s580	14304	1.0	0.0	0.0919153706038952	False	None
s581	665	1.0	0.0	0.0	True	BubbleRegion_195
s582	4647	1.0	0.0	0.0	False	None
s583	4575	1.0	0.0	0.0	False	None
s584	749	1.0	0.0	0.0	True	BubbleRegion_197
s585	30139	1.0	0.0	0.0	False	None
s586	37	1.0	0.0	0.0	False	None
s587	13804	1.0	0.0	0.0	False	None
s588	174	1.0	0.0	0.0	True	BubbleRegion_200
s589	6651	1.0	0.0	0.0	False	None
s590	150	1.0	0.0	0.0	True	BubbleRegion_201
s591	11308	1.0	0.0	0.0	False	None
s592	1062	1.0	0.0	0.0	True	BubbleRegion_202
s593	2594	1.0	0.0	0.0	True	BubbleRegion_202
s594	158	1.0	0.0	0.0	True	BubbleRegion_202
s595	414	1.0	0.0	0.0	True	BubbleRegion_202
s596	2971	1.0	0.0	0.0	True	BubbleRegion_202
s597	4158	1.0	0.0	0.0	True	BubbleRegion_202
s598	1982	1.0	0.0	0.0	False	None
s599	5	0.0	0.0	0.0	True	BubbleRegion_203
s600	454	1.0	0.0	0.0	True	BubbleRegion_203
s601	77	1.0	0.0	0.0	False	None
s602	559	1.0	0.0	0.0	True	BubbleRegion_204
s603	5217	1.0	0.0	0.0	True	BubbleRegion_204
s604	39	1.0	0.0	0.0	True	BubbleRegion_204
s605	18	0.0	0.0	0.0	True	BubbleRegion_204
s606	39	1.0	0.0	0.0	True	BubbleRegion_204
s607	57	1.0	0.0	0.0	True	BubbleRegion_204
s608	57	1.0	0.0	0.0	True	BubbleRegion_204
s609	63	1.0	0.0	0.0	True	BubbleRegion_204
s610	4	0.0	0.0	0.0	False	None
s611	399	1.0	0.0	0.0	True	BubbleRegion_205
s612	811	1.0	0.0	0.0	False	None
s613	2486	1.0	0.0	0.0	True	BubbleRegion_206
s614	1	0.0	0.0	0.0	False	None
s615	1753	1.0	0.0	0.0	True	BubbleRegion_207
s616	1251	1.0	0.0	0.0	False	None
s617	4097	1.0	0.0	0.0	False	None
s618	643	1.0	0.0	0.0	True	BubbleRegion_209
s619	378	1.0	0.0	0.0	False	None
s620	56	1.0	0.0	0.0	True	BubbleRegion_210
s621	44	1.0	0.0	0.0	False	None
s622	4395	1.0	0.0	0.0	False	None
s623	3515	1.0	0.0	0.0	False	None
s624	35280	1.0	0.0	0.06490780141843971	False	None
s625	4	0.0	0.0	0.0	True	BubbleRegion_214
s626	4822	1.0	0.0	0.0	False	None
s627	9	0.0	0.0	0.0	True	BubbleRegion_215
s628	34	1.0	0.0	0.0	True	BubbleRegion_215
s629	8	0.0	0.0	0.0	True	BubbleRegion_215
s630	6	0.0	0.0	0.0	True	BubbleRegion_215
s631	4637	1.0	0.0	0.0	False	None
s632	1	0.0	0.0	0.0	True	BubbleRegion_216
s633	7366	1.0	0.0	0.0	False	None
s634	13919	1.0	0.0	0.0	False	None
s635	245	1.0	0.0	0.0	True	BubbleRegion_218
s636	228	1.0	0.0	0.0	True	BubbleRegion_218
s637	96	1.0	0.0	0.0	True	BubbleRegion_218
s638	54	1.0	0.0	0.0	True	BubbleRegion_218
s639	4	0.0	0.0	0.0	True	BubbleRegion_218
s640	12	0.0	0.0	0.0	True	BubbleRegion_218
s641	686	1.0	0.0	0.0	False	None
s642	78	1.0	0.0	0.0	True	BubbleRegion_219
s643	106	1.0	0.0	0.0	False	None
s644	42	1.0	0.0	0.0	True	BubbleRegion_220
s645	41	1.0	0.0	0.0	True	BubbleRegion_220
s646	37	1.0	0.0	0.0	True	BubbleRegion_220
s647	89	1.0	0.0	0.0	True	BubbleRegion_220
s648	26	0.0	0.0	0.0	True	BubbleRegion_220
s649	4	0.0	0.0	0.0	True	BubbleRegion_220
s650	3308	1.0	0.0	0.0	False	None
s651	13	0.0	0.0	0.0	True	BubbleRegion_221
s652	377	1.0	0.0	0.0	True	BubbleRegion_221
s653	116	1.0	0.0	0.0	True	BubbleRegion_221
s654	325	1.0	0.0	0.0	True	BubbleRegion_221
s655	3	0.0	0.0	0.0	True	BubbleRegion_221
s656	84	1.0	0.0	0.0	True	BubbleRegion_221
s657	2	0.0	0.0	0.0	True	BubbleRegion_221
s658	24	0.0	0.0	0.0	True	BubbleRegion_221
s659	10	0.0	0.0	0.0	True	BubbleRegion_221
s660	22	0.0	0.0	0.0	True	BubbleRegion_221
s661	27	0.0	0.0	0.0	True	BubbleRegion_221
s662	9	0.0	0.0	0.0	True	BubbleRegion_221
s663	65	1.0	0.0	0.0	True	BubbleRegion_221
s664	28	0.0	0.0	0.0	True	BubbleRegion_221
s665	1299	1.0	0.970843183609141	0.970843183609141	True	BubbleRegion_221
s666	26	0.0	0.0	0.0	True	BubbleRegion_221
s667	2	0.0	0.0	0.0	True	BubbleRegion_221
s668	3	0.0	0.0	0.0	True	BubbleRegion_221
s669	17	0.0	0.0	0.0	True	BubbleRegion_221
s670	6	0.0	0.0	0.0	True	BubbleRegion_221
s671	1330	1.0	0.0	0.0	True	BubbleRegion_221
s672	81	1.0	0.0	0.0	True	BubbleRegion_221
s673	326	1.0	0.0	0.0	True	BubbleRegion_221
s674	84	1.0	0.0	0.0	True	BubbleRegion_221
s675	699	1.0	0.0	0.0	True	BubbleRegion_221
s676	96	1.0	0.0	0.0	True	BubbleRegion_221
s677	180	1.0	0.0	0.0	True	BubbleRegion_221
s678	144	1.0	0.0	0.0	True	BubbleRegion_221
s679	713	1.0	0.0	0.0	True	BubbleRegion_221
s680	101	1.0	0.0	0.0	True	BubbleRegion_221
s681	2977	1.0	0.0	0.0	True	BubbleRegion_221
s682	281	1.0	0.0	0.0	True	BubbleRegion_221
s683	5	0.0	0.0	0.0	True	BubbleRegion_221
s684	1352	1.0	0.9319213313161876	0.9319213313161876	True	BubbleRegion_221
s685	1	0.0	0.0	0.0	True	BubbleRegion_221
s686	1	0.0	0.0	0.0	True	BubbleRegion_221
s687	966	1.0	0.0	0.0	True	BubbleRegion_221
s688	139	1.0	0.0	0.0	True	BubbleRegion_221
s689	63	1.0	0.0	0.0	True	BubbleRegion_221
s690	38	1.0	0.0	0.0	True	BubbleRegion_221
s691	6	0.0	0.0	0.0	True	BubbleRegion_221
s692	2	0.0	0.0	0.0	True	BubbleRegion_221
s693	10	0.0	0.0	0.0	True	BubbleRegion_221
s694	6	0.0	0.0	0.0	True	BubbleRegion_221
s695	5	0.0	0.0	0.0	True	BubbleRegion_221
s696	103	1.0	0.0	0.0	True	BubbleRegion_221
s697	56	1.0	0.0	0.0	True	BubbleRegion_221
s698	209	1.0	0.0	0.0	True	BubbleRegion_221
s699	411	1.0	0.0	0.4881889763779528	True	BubbleRegion_221
s700	145	1.0	0.0	0.0	True	BubbleRegion_221
s701	2423	1.0	0.0	0.0	False	None
s702	96	1.0	0.0	0.0	True	BubbleRegion_222
s703	4541	1.0	0.0	0.0	False	None
s704	4250	1.0	0.0	0.0	False	None
s705	14922	1.0	0.0	0.0	False	None
s706	2	0.0	0.0	0.0	True	BubbleRegion_225
s707	53	1.0	0.0	0.0	True	BubbleRegion_225
s708	3069	1.0	0.0	0.0	True	BubbleRegion_225
s709	9748	1.0	0.0	0.0	False	None
s710	10	0.0	0.0	0.0	True	BubbleRegion_226
s711	59	1.0	0.0	0.0	True	BubbleRegion_226
s712	29	0.0	0.0	0.0	True	BubbleRegion_226
s713	23	0.0	0.0	0.0	True	BubbleRegion_226
s714	129	1.0	0.0	0.0	True	BubbleRegion_226
s715	206	1.0	0.0	0.0	True	BubbleRegion_226
s716	2566	1.0	0.0	0.0	False	None
s717	2284	1.0	0.0	0.0	False	None
s718	578	1.0	0.0	0.0	True	BubbleRegion_228
s719	1499	1.0	0.0	0.0	True	BubbleRegion_228
s720	904	1.0	0.0	0.0	False	None
s721	359	1.0	0.0	0.0	True	BubbleRegion_229
s722	157	1.0	0.0	0.0	True	BubbleRegion_229
s723	10056	1.0	0.0	0.0	False	None
s724	1945	1.0	0.0	0.0	False	None
s725	77	1.0	0.0	0.0	True	BubbleRegion_231
s726	2292	1.0	0.0	0.0	False	None
s727	126	1.0	0.0	0.0	True	BubbleRegion_232
s728	15	0.0	0.0	0.0	True	BubbleRegion_232
s729	75	1.0	0.0	0.0	True	BubbleRegion_232
s730	58	1.0	0.0	0.0	False	None
s731	72	1.0	0.0	0.0	True	BubbleRegion_233
s732	12210	1.0	0.0	0.0	False	None
s733	9	0.0	0.0	0.0	False	None
s734	16	0.0	0.0	0.0	True	BubbleRegion_235
s735	56	1.0	0.0	0.0	True	BubbleRegion_235
s736	38	1.0	0.0	0.0	True	BubbleRegion_235
s737	56	1.0	0.0	0.0	True	BubbleRegion_235
s738	2	0.0	0.0	0.0	True	BubbleRegion_235
s739	15740	1.0	0.0	0.0	False	None
s740	80	1.0	0.0	0.0	True	BubbleRegion_236
s741	33058	1.0	0.0	0.0	False	None
s742	4878	1.0	0.0	0.0	False	None
s743	1204	1.0	0.0	0.0	True	BubbleRegion_238
s744	3428	1.0	0.0	0.0	False	None
s745	98	1.0	0.0	0.0	True	BubbleRegion_239
s746	12983	1.0	0.0	0.0	False	None
s747	3751	1.0	0.0	0.0	False	None
s748	574	1.0	0.0	0.0	True	BubbleRegion_241
s749	365	1.0	0.0	0.0	False	None
s750	5545	1.0	0.0	0.0	False	None
s751	118	1.0	0.0	0.0	True	BubbleRegion_243
s752	6813	1.0	0.0	0.0	False	None
s753	87	1.0	0.0	0.0	False	None
s754	30	0.0	0.0	0.0	True	BubbleRegion_245
s755	39	1.0	0.0	0.0	True	BubbleRegion_245
s756	29	0.0	0.0	0.0	True	BubbleRegion_245
s757	1	0.0	0.0	0.0	True	BubbleRegion_245
s758	29	0.0	0.0	0.0	True	BubbleRegion_245
s759	19	0.0	0.0	0.0	True	BubbleRegion_245
s760	18	0.0	0.0	0.0	True	BubbleRegion_245
s761	20	0.0	0.0	0.0	True	BubbleRegion_245
s762	3	0.0	0.0	0.0	True	BubbleRegion_245
s763	207	1.0	0.0	0.0	True	BubbleRegion_245
s764	69	1.0	0.0	0.0	True	BubbleRegion_245
s765	3	0.0	0.0	0.0	True	BubbleRegion_245
s766	10	0.0	0.0	0.0	True	BubbleRegion_245
s767	46	1.0	0.0	0.0	True	BubbleRegion_245
s768	13	0.0	0.0	0.0	True	BubbleRegion_245
s769	56	1.0	0.0	0.0	True	BubbleRegion_245
s770	69	1.0	0.0	0.0	True	BubbleRegion_245
s771	69	1.0	0.0	0.0	True	BubbleRegion_245
s772	262	1.0	0.0	0.0	True	BubbleRegion_245
s773	70	1.0	0.0	0.0	True	BubbleRegion_245
s774	522	1.0	0.0	0.0	True	BubbleRegion_245
s775	510	1.0	0.0	0.0	True	BubbleRegion_245
s776	8	0.0	0.0	0.0	True	BubbleRegion_245
s777	56	1.0	0.0	0.0	True	BubbleRegion_245
s778	11	0.0	0.0	0.0	True	BubbleRegion_245
s779	60	1.0	0.0	0.0	True	BubbleRegion_245
s780	323	1.0	0.0	0.0	True	BubbleRegion_245
s781	5	0.0	0.0	0.0	True	BubbleRegion_245
s782	10	0.0	0.0	0.0	True	BubbleRegion_245
s783	270	1.0	0.0	0.0	True	BubbleRegion_245
s784	126	1.0	0.0	0.0	True	BubbleRegion_245
s785	264	1.0	0.0	0.0	True	BubbleRegion_245
s786	1612	1.0	0.0	0.0	True	BubbleRegion_245
s787	4	0.0	0.0	0.0	False	None
s788	853	1.0	0.0	0.0	False	None
s789	78	1.0	0.0	0.0	True	BubbleRegion_247
s790	2546	1.0	0.0	0.0	False	None
s791	2163	1.0	0.0	0.0	False	None
s792	925	1.0	0.0	0.0	False	None
s793	4812	1.0	0.0	0.0	False	None
s794	1087	1.0	0.0	0.0	True	BubbleRegion_251
s795	205	1.0	0.0	0.0	False	None
s796	18617	1.0	0.0	0.07532146123634799	False	None
s797	3931	1.0	0.0	0.0	False	None
s798	4600	1.0	0.0	0.0	False	None
s799	1444	1.0	0.0	0.0	True	BubbleRegion_255
s800	5269	1.0	0.0	0.0	True	BubbleRegion_255
s801	541	1.0	0.0	0.0	True	BubbleRegion_255
s802	1080	1.0	0.0	0.0	True	BubbleRegion_255
s803	1886	1.0	0.0	0.0	True	BubbleRegion_255
s804	1192	1.0	0.0	0.0	True	BubbleRegion_255
s805	132	1.0	0.0	0.0	True	BubbleRegion_255
s806	240	1.0	0.0	0.0	True	BubbleRegion_255
s807	914	1.0	0.0	0.0	True	BubbleRegion_255
s808	21	0.0	0.0	0.0	True	BubbleRegion_255
s809	441	1.0	0.0	0.0	True	BubbleRegion_255
s810	316	1.0	0.0	0.0	True	BubbleRegion_255
s811	1706	1.0	0.0	0.0	True	BubbleRegion_255
s812	3254	1.0	0.0	0.0	False	None
s813	157	1.0	0.0	0.0	True	BubbleRegion_256
s814	499	1.0	0.0	0.0	True	BubbleRegion_256
s815	5331	1.0	0.0	0.0	True	BubbleRegion_256
s816	162	1.0	0.0	0.0	True	BubbleRegion_256
s817	2579	1.0	0.0	0.0	False	None
s818	63	1.0	0.0	0.0	True	BubbleRegion_257
s819	571	1.0	0.0	0.0	False	None
s820	3043	1.0	0.0	0.0	True	BubbleRegion_258
s821	270	1.0	0.0	0.0	True	BubbleRegion_258
s822	244	1.0	0.0	0.0	True	BubbleRegion_258
s823	7482	1.0	0.0	0.0	False	None
s824	1878	1.0	0.0	0.0	False	None
s825	58	1.0	0.0	0.0	True	BubbleRegion_260
s826	13407	1.0	0.0	0.07430664573521717	False	None
s827	314	1.0	0.0	0.0	True	BubbleRegion_261
s828	44	1.0	0.0	0.0	True	BubbleRegion_261
s829	413	1.0	0.0	0.0	False	None
s830	28	0.0	0.0	0.0	False	None
s831	263	1.0	0.0	0.0	True	BubbleRegion_263
s832	377	1.0	0.0	0.0	True	BubbleRegion_263
s833	154	1.0	0.0	0.0	False	None
s834	472	1.0	0.0	0.0	True	BubbleRegion_264
s835	856	1.0	0.0	0.0	True	BubbleRegion_264
s836	1058	1.0	0.0	0.0	True	BubbleRegion_264
s837	2559	1.0	0.0	0.0	False	None
s838	1722	1.0	0.0	0.0	False	None
s839	27205	1.0	0.0	0.0	False	None
s840	6061	1.0	0.0	0.0	True	BubbleRegion_267
s841	12837	1.0	0.0	0.0	False	None
s842	3521	1.0	0.0	0.0	True	BubbleRegion_268
s843	890	1.0	0.0	0.0	False	None
s844	770	1.0	0.0	0.0	True	BubbleRegion_269
s845	3419	1.0	0.0	0.0	False	None
s846	881	1.0	0.0	0.0	True	BubbleRegion_270
s847	4043	1.0	0.0	0.0	False	None
s848	2029	1.0	0.0	0.0	True	BubbleRegion_271
s849	2572	1.0	0.0	0.0	False	None
s850	4586	1.0	0.0	0.0	False	None
s851	129	1.0	0.0	0.0	True	BubbleRegion_273
s852	78	1.0	0.0	0.0	True	BubbleRegion_273
s853	43	1.0	0.0	0.0	True	BubbleRegion_273
s854	1246	1.0	0.0	0.0	False	None
s855	2536	1.0	0.0	0.09377494014365523	False	None
s856	4168	1.0	0.0	0.1904301594973417	False	None
s857	57	1.0	0.0	0.0	True	BubbleRegion_276
s858	34	1.0	0.0	0.0	False	None
s859	57	1.0	0.0	0.0	True	BubbleRegion_277
s860	4458	1.0	0.0	0.0	False	None
s861	4729	1.0	0.0	0.0	False	None
s862	213	1.0	0.0	0.0	True	BubbleRegion_279
s863	3653	1.0	0.0	0.4479712945073144	False	None
s864	80	1.0	0.0	0.0	True	BubbleRegion_280
s865	1169	1.0	0.0	0.0	False	None
s866	1773	1.0	0.0	0.0	True	BubbleRegion_281
s867	1728	1.0	0.0	0.0	False	None
s868	3	0.0	0.0	0.0	True	BubbleRegion_282
s869	1	0.0	0.0	0.0	True	BubbleRegion_282
s870	1352	1.0	0.9319213313161876	0.9319213313161876	True	BubbleRegion_282
s871	2	0.0	0.0	0.0	True	BubbleRegion_282
s872	121	1.0	0.0	0.0	True	BubbleRegion_282
s873	2	0.0	0.0	0.0	True	BubbleRegion_282
s874	137	1.0	0.0	0.0	True	BubbleRegion_282
s875	177	1.0	0.0	0.0	True	BubbleRegion_282
s876	1166	1.0	0.0	0.0	False	None
s877	4078	1.0	0.0	0.0	False	None
s878	32	1.0	0.0	0.0	False	None
s879	34	1.0	0.0	0.0	True	BubbleRegion_285
s880	23	0.0	0.0	0.0	True	BubbleRegion_285
s881	8872	1.0	0.0	0.0	False	None
s882	2274	1.0	0.0	0.0	True	BubbleRegion_286
s883	18181	1.0	0.0	0.0	False	None
s884	7	0.0	0.0	0.0	True	BubbleRegion_287
s885	20	0.0	0.0	0.0	True	BubbleRegion_287
s886	31	1.0	0.0	0.0	True	BubbleRegion_287
s887	4147	1.0	0.0	0.0	False	None
s888	17513	1.0	0.0	0.0	False	None
s889	54	1.0	0.0	0.0	True	BubbleRegion_289
s890	122	1.0	0.0	0.0	True	BubbleRegion_289
s891	13	0.0	0.0	0.0	True	BubbleRegion_289
s892	36	1.0	0.0	0.0	True	BubbleRegion_289
s893	68	1.0	0.0	0.0	True	BubbleRegion_289
s894	145	1.0	0.0	0.0	True	BubbleRegion_289
s895	56	1.0	0.0	0.0	True	BubbleRegion_289
s896	94	1.0	0.0	0.0	True	BubbleRegion_289
s897	5942	1.0	0.0	0.0	False	None
s898	1358	1.0	0.927710843373494	0.927710843373494	True	BubbleRegion_290
s899	29878	1.0	0.0	0.021341463414634148	False	None
s900	10	0.0	0.0	0.0	True	BubbleRegion_291
s901	29	0.0	0.0	0.0	True	BubbleRegion_291
s902	6	0.0	0.0	0.0	True	BubbleRegion_291
s903	22	0.0	0.0	0.0	True	BubbleRegion_291
s904	86	1.0	0.0	0.0	True	BubbleRegion_291
s905	8768	1.0	0.0	0.0	False	None
s906	61634	1.0	0.0	0.0	False	None
s907	59	1.0	0.0	0.0	True	BubbleRegion_293
s908	53	1.0	0.0	0.0	True	BubbleRegion_293
s909	100	1.0	0.0	0.0	True	BubbleRegion_293
s910	5	0.0	0.0	0.0	False	None
s911	1	0.0	0.0	0.0	True	BubbleRegion_294
s912	1	0.0	0.0	0.0	True	BubbleRegion_294
s913	51	1.0	0.0	0.0	True	BubbleRegion_294
s914	3257	1.0	0.0	0.0	False	None
s915	710	1.0	0.0	0.0	True	BubbleRegion_295
s916	5589	1.0	0.0	0.0	False	None
s917	281	1.0	0.0	0.0	True	BubbleRegion_296
s918	3185	1.0	0.0	0.0	False	None
s919	4817	1.0	0.0	0.0	True	BubbleRegion_297
s920	1358	1.0	0.927710843373494	0.927710843373494	True	BubbleRegion_297
s921	304	1.0	0.0	0.0	True	BubbleRegion_297
s922	4063	1.0	0.0	0.0	False	None
s923	190	1.0	0.0	0.0	True	BubbleRegion_298
s924	3585	1.0	0.0	0.0	False	None
s925	330	1.0	0.0	0.0	True	BubbleRegion_299
s926	19705	1.0	0.0	0.0	False	None
s927	396	1.0	0.0	0.0	False	None
s928	1072	1.0	0.0	0.0	True	BubbleRegion_301
s929	448	1.0	0.0	0.0	True	BubbleRegion_301
s930	2028	1.0	0.0	0.22722722722722724	False	None
s931	1022	1.0	0.0	0.2590725806451613	True	BubbleRegion_302
s932	7841	1.0	0.0	0.0	False	None
s933	8658	1.0	0.0	0.0	False	None
s934	9845	1.0	0.0	0.0	False	None
s935	1786	1.0	0.0	0.0	False	None
s936	1280	1.0	0.0	0.0	False	None
s937	644	1.0	0.0	0.0	False	None
s938	213	1.0	0.0	0.0	True	BubbleRegion_308
s939	12268	1.0	0.0	0.0	False	None
s940	223	1.0	0.0	0.0	True	BubbleRegion_309
s941	557	1.0	0.0	0.0	True	BubbleRegion_309
s942	205	1.0	0.0	0.0	True	BubbleRegion_309
s943	81	1.0	0.0	0.0	True	BubbleRegion_309
s944	76	1.0	0.0	0.0	True	BubbleRegion_309
s945	33	1.0	0.0	0.0	True	BubbleRegion_309
s946	781	1.0	0.0	0.0	True	BubbleRegion_309
s947	1571	1.0	0.0	0.0	True	BubbleRegion_309
s948	2346	1.0	0.0	0.0	True	BubbleRegion_309
s949	335	1.0	0.0	0.0	True	BubbleRegion_309
s950	353	1.0	0.0	0.0	True	BubbleRegion_309
s951	411	1.0	0.0	0.0	True	BubbleRegion_309
s952	27	0.0	0.0	0.0	True	BubbleRegion_309
s953	3	0.0	0.0	0.0	True	BubbleRegion_309
s954	23	0.0	0.0	0.0	True	BubbleRegion_309
s955	42	1.0	0.0	0.0	True	BubbleRegion_309
s956	17	0.0	0.0	0.0	True	BubbleRegion_309
s957	22	0.0	0.0	0.0	True	BubbleRegion_309
s958	4	0.0	0.0	0.0	True	BubbleRegion_309
s959	54	1.0	0.0	0.0	True	BubbleRegion_309
s960	1283	1.0	0.0	0.0	True	BubbleRegion_309
s961	54	1.0	0.0	0.0	True	BubbleRegion_309
s962	22	0.0	0.0	0.0	True	BubbleRegion_309
s963	4	0.0	0.0	0.0	True	BubbleRegion_309
s964	1353	1.0	0.9312169312169312	0.9312169312169312	True	BubbleRegion_309
s965	26	0.0	0.0	0.0	True	BubbleRegion_309
s966	379	1.0	0.0	0.0	True	BubbleRegion_309
s967	1292	1.0	0.0	0.0	True	BubbleRegion_309
s968	473	1.0	0.0	0.0	True	BubbleRegion_309
s969	388	1.0	0.0	0.0	True	BubbleRegion_309
s970	44074	1.0	0.0	0.0	False	None
s971	498	1.0	0.0	0.0	False	None
s972	3155	1.0	0.0	0.0	False	None
s973	13280	1.0	0.0	0.0	False	None
s974	3437	1.0	0.0	0.0	False	None
s975	57	1.0	0.0	0.0	True	BubbleRegion_314
s976	17	0.0	0.0	0.0	False	None
s977	302	1.0	0.0	0.0	False	None
s978	500	1.0	0.0	0.0	True	BubbleRegion_316
s979	763	1.0	0.0	0.0	False	None
s980	10312	1.0	0.0	0.0	False	None
s981	80	1.0	0.0	0.0	True	BubbleRegion_318
s982	13656	1.0	0.0	0.071334214002642	False	None
s983	214	1.0	0.0	0.0	True	BubbleRegion_319
s984	2441	1.0	0.0	0.0	False	None
s985	273	1.0	0.0	0.0	False	None
s986	51615	1.0	0.0	0.0	False	None
s987	408	1.0	0.0	0.0	True	BubbleRegion_322
s988	45	1.0	0.0	0.0	False	None
s989	1358	1.0	0.927710843373494	0.927710843373494	True	BubbleRegion_323
s990	369	1.0	0.0	0.0	False	None
s991	7546	1.0	0.0	0.0	True	BubbleRegion_324
s992	2334	1.0	0.0	0.0	False	None
s993	229	1.0	0.0	0.0	True	BubbleRegion_325
s994	116	1.0	0.0	0.0	True	BubbleRegion_325
s995	40	1.0	0.0	0.0	True	BubbleRegion_325
s996	208	1.0	0.0	0.0	False	None
s997	147	1.0	0.0	0.0	True	BubbleRegion_326
s998	5709	1.0	0.0	0.0	False	None
s999	126	1.0	0.0	0.0	True	BubbleRegion_327
s1000	15	0.0	0.0	0.0	False	None
s1001	57	1.0	0.0	0.0	True	BubbleRegion_328
s1002	643	1.0	0.0	0.0	False	None
s1003	91	1.0	0.0	0.0	True	BubbleRegion_329
s1004	87	1.0	0.0	0.0	True	BubbleRegion_329
s1005	272	1.0	0.0	0.0	True	BubbleRegion_329
s1006	641	1.0	0.0	0.0	False	None
s1007	441	1.0	0.0	0.0	True	BubbleRegion_330
s1008	102	1.0	0.0	0.0	False	None
s1009	78	1.0	0.0	0.0	True	BubbleRegion_331
s1010	5	0.0	0.0	0.0	False	None
s1011	142	1.0	0.0	0.0	True	BubbleRegion_332
s1012	204	1.0	0.0	0.0	False	None
s1013	75	1.0	0.0	0.0	True	BubbleRegion_333
s1014	24545	1.0	0.0	0.049683867020191716	False	None
s1015	36001	1.0	0.0	0.0	False	None
s1016	61	1.0	0.0	0.0	True	BubbleRegion_335
s1017	946	1.0	0.0	0.0	False	None
s1018	14484	1.0	0.0	0.0	False	None
s1019	2756	1.0	0.0	0.0	False	None
s1020	37382	1.0	0.0	0.0	False	None
s1021	283	1.0	0.0	0.0	True	BubbleRegion_339
s1022	222	1.0	0.0	0.0	True	BubbleRegion_339
s1023	40	1.0	0.0	0.0	True	BubbleRegion_339
s1024	312	1.0	0.0	0.0	True	BubbleRegion_339
s1025	72	1.0	0.0	0.0	True	BubbleRegion_339
s1026	311	1.0	0.0	0.0	True	BubbleRegion_339
s1027	21223	1.0	0.0	0.0	False	None
s1028	5619	1.0	0.0	0.0	False	None
